gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000205810.4,KLRC3,-2.74112414678,-0.122264539435,0.00612293678498,0.197706707192,0.181245750481,2.59113108167e-16,6.86153314524e-16,46,69,69
ENSG00000013810.14,TACC3,-2.73703566517,-0.219193144391,0.00619955713794,0.0707111901159,0.10846761152,5.41808690534e-10,8.08276615047e-10,20,21,21
ENSG00000166783.15,KIAA0430,2.71704288621,0.35176250596,0.00658680721325,0.0198178057703,0.0100883795985,0.0651234231638,0.0275578614673,26,26,26
ENSG00000121690.5,DEPDC7,2.71062814991,0.220400870098,0.00671558922212,0.0495836125398,0.042483055245,0.00013542260895,0.00010287916073,25,25,25
ENSG00000205213.9,LGR4,-2.69467153644,-0.240365974052,0.00704580492947,0.0238118104819,0.0130239596573,0.0359757370889,0.016463668244,20,20,20
ENSG00000160193.7,WDR4,-2.67474990246,-0.209827896998,0.00747850163204,0.0588887866176,0.0685577671044,1.05348922316e-06,1.09575799376e-06,27,28,28
ENSG00000033178.8,UBA6,2.67326868726,0.224634905522,0.00751160597451,0.0666745631283,0.146924245946,2.84217651805e-13,5.72484135656e-13,20,20,20
ENSG00000091622.11,PITPNM3,2.64034778741,0.882824216931,0.0082820986852,0.00427232301963,0.00952962567528,0.0730764824593,0.030390796533,7,7,7
ENSG00000100038.15,TOP3B,2.63289877525,0.101342777454,0.0084659574628,0.159112338853,0.237761145618,1.37294228559e-21,5.63498587331e-21,27,27,27
ENSG00000182636.4,NDN,2.62940935899,0.608243567336,0.00855333301579,0.00882679599435,0.0174444357145,0.0151041647992,0.00762731637545,7,7,7
ENSG00000234719.4,RP11-166B2.1,2.61169190665,0.210274127544,0.00900954063774,0.0738356415861,0.15213537493,9.98384767729e-14,2.10040697437e-13,6,6,6
ENSG00000165985.8,C1QL3,-2.60766319355,-0.178480997151,0.00911626040418,0.103748139693,0.169578184236,2.88318117447e-15,7.0470334593e-15,14,14,14
ENSG00000158109.10,TPRG1L,-2.6049746306,-0.308192632464,0.00918810629125,0.0194949899267,0.037170701736,0.000363992129163,0.000257851992327,10,10,10
ENSG00000186081.7,KRT5,-2.60207916257,-0.199465421894,0.0092660460777,0.0548753549601,0.02598116867,0.0029600096816,0.00175399856298,42,44,44
ENSG00000148290.5,SURF1,2.59440103625,0.216248285489,0.00947558883157,0.0580081998947,0.0984678362941,3.69474737957e-09,5.03010307591e-09,27,27,27
ENSG00000070061.10,IKBKAP,2.59144416874,0.137647970493,0.00955740481623,0.0734975280635,0.0688305761745,1.0010544018e-06,1.04686399086e-06,47,49,49
ENSG00000121281.8,ADCY7,-2.587184865,-0.217802583138,0.00967636622076,0.041857907934,0.102996772816,1.55194889751e-09,2.21380980539e-09,5,5,5
ENSG00000137869.9,CYP19A1,2.5769807549,0.365452599746,0.00996674995917,0.020715030093,0.0468783247748,5.98188415023e-05,4.8033891679e-05,11,11,11
ENSG00000153976.2,HS3ST3A1,2.57504095698,0.257093442965,0.0100228217388,0.0568439042497,0.0940050136639,8.65757222421e-09,1.14388318479e-08,22,22,22
ENSG00000078369.13,GNB1,2.57102214706,0.491045012382,0.0101398842227,0.00593705747033,0.00753620504755,0.111137070661,0.0435404465668,7,7,7
ENSG00000100612.9,DHRS7,2.56996365713,0.346030013861,0.0101709184471,0.0167542478311,0.0223594362134,0.00587986043772,0.00326653430801,37,37,37
ENSG00000105281.8,SLC1A5,-2.56957878556,-0.664545403564,0.0101822235739,0.00872128984269,0.0114228254262,0.0496149596589,0.0217824238529,6,6,6
ENSG00000111199.6,TRPV4,2.56569131691,0.301386871279,0.010297041863,0.0203879396072,0.0152065736747,0.0233670602236,0.0112472957526,16,16,16
ENSG00000106772.13,PRUNE2,-2.56253913475,-0.0650605061638,0.0103909876376,0.52610827087,0.672603378944,1.80471636702e-83,4.11431967474e-81,18,19,19
ENSG00000247077.2,PGAM5,2.56076097488,1.9687943753,0.0104443186604,0.000144321432122,0.0139139463255,0.0301464259184,0.0141333460783,1,1,1
ENSG00000100580.7,TMED8,-2.54767320109,-0.220921792499,0.0108444006025,0.0668306972671,0.0931850382206,1.01203799821e-08,1.3239039159e-08,20,20,20
ENSG00000073008.10,PVR,-2.53725158868,-0.38736370588,0.0111726628763,0.0119592955371,0.0094614372297,0.0741157745696,0.0307770778292,14,14,14
ENSG00000140506.12,LMAN1L,-2.53336713469,-0.303334534753,0.0112972559468,0.0174759360552,0.00924139217731,0.0775787924408,0.032013675583,18,19,19
ENSG00000179639.6,FCER1A,2.53316962074,0.655041605887,0.0113036239983,0.00522784252914,0.016590965043,0.0178279324042,0.00881809513849,2,2,2
ENSG00000213132.2,AC022498.1,2.53064021238,0.131231044614,0.011385456913,0.0681494632247,0.122907869826,3.28489534275e-11,5.52491568467e-11,12,12,12
ENSG00000127903.12,ZNF835,-2.52630261603,-0.335713915497,0.0115270142249,0.0256358018185,0.0390265311738,0.000257621142359,0.000187858602195,14,14,14
ENSG00000142185.12,TRPM2,-2.50948784846,-0.116401046376,0.012090637543,0.083385048616,0.172190877101,1.68556069215e-15,4.1892375657e-15,9,9,9
ENSG00000125347.9,IRF1,2.5057284832,3.81400770751,0.012219941749,0.000167130314994,0.0131833467938,0.0348514374427,0.016030483032,1,1,1
ENSG00000081014.6,AP4E1,-2.50510381095,-0.209518476635,0.0122415457994,0.0355977989697,0.0463446357738,6.60569512975e-05,5.26385046963e-05,16,16,16
ENSG00000162073.9,PAQR4,-2.50408978392,-0.226958381851,0.0122766875938,0.0098387327519,0.0289072001686,0.00170632216354,0.00105732764679,2,2,2
ENSG00000197183.8,C20orf112,2.4868796752,0.320706625186,0.0128868977077,0.0212135426339,0.0331153748709,0.00077574234321,0.00051369336139,13,13,13
ENSG00000167363.9,FN3K,-2.47835500323,-0.122657105309,0.0131989746222,0.159647678258,0.196782823938,9.9609224797e-18,2.98083064419e-17,18,18,18
ENSG00000037757.9,MRI1,-2.47416916693,-0.182099305481,0.0133546444432,0.0611464500117,0.0441548376524,9.92425061365e-05,7.70030861727e-05,38,38,38
ENSG00000134905.12,CARS2,2.47337145803,0.150428871914,0.0133844943809,0.0586847809869,0.0996107714413,2.96930391983e-09,4.08908808975e-09,22,22,22
ENSG00000137944.12,CCBL2,-2.47138469943,-0.180046450175,0.0134590945336,0.107257169621,0.158105389104,2.99005804869e-14,6.62391809282e-14,17,19,19
ENSG00000108963.13,DPH1,2.46614172616,0.374103603259,0.0136577282713,0.0162624692995,0.047821177795,5.0202941945e-05,4.07429479648e-05,4,4,4
ENSG00000157992.8,KRTCAP3,-2.45697754705,-0.248736828957,0.0140111443364,0.0543066867042,0.0787158983585,1.56535975929e-07,1.79904149157e-07,28,28,28
ENSG00000185567.6,AHNAK2,-2.45518024013,-0.244666500413,0.0140813965785,0.0199013374405,0.0148686906707,0.0249706817733,0.0119344139247,21,23,23
ENSG00000138646.4,HERC5,-2.44864835436,-0.246463203571,0.0143393364916,0.0261935322592,0.0142898934975,0.0279871652979,0.0132124271938,30,30,30
ENSG00000014919.8,COX15,2.44348277527,0.390597931675,0.0145462639537,0.00549273590014,0.00691558634004,0.127045146447,0.0487000378884,8,8,8
ENSG00000112294.8,ALDH5A1,2.4433964087,0.270818991243,0.0145497459676,0.0274478048551,0.0523374225052,2.16819526172e-05,1.86271347676e-05,11,11,11
ENSG00000083844.6,ZNF264,2.44204478507,0.128107412289,0.0146043347772,0.0683271166874,0.0293509287971,0.0015699234659,0.000981049864074,44,46,46
ENSG00000145014.13,TMEM44,-2.43561442442,-0.160161505191,0.0148665218207,0.0480966865878,0.0382145889482,0.000299667311071,0.000215820336248,40,40,40
ENSG00000111843.9,TMEM14C,-2.43341429426,-0.617889569466,0.0149571759381,0.0029267285492,0.00814888532393,0.0975494906236,0.0389970252011,2,2,2
ENSG00000185252.13,ZNF74,-2.43235712703,-0.445781129067,0.0150009083986,0.015590014993,0.0170398199633,0.0163378272759,0.00817131083794,14,15,15
ENSG00000187116.9,LILRA5,-2.43148544893,-0.195166522829,0.0150370523072,0.0453203432293,0.0902497504936,1.76824198246e-08,2.25433834587e-08,16,16,16
ENSG00000198576.2,ARC,2.42974795121,0.196927995218,0.0151093261125,0.0530292059825,0.0360106188384,0.000451859747059,0.000314413100485,32,33,33
ENSG00000178053.13,MLF1,2.42001538627,0.148449561229,0.0155198504054,0.0949837470052,0.0480499214784,4.81132134924e-05,3.92247147563e-05,56,60,60
ENSG00000189337.11,KAZN,2.41495443871,0.0775995786552,0.0157371780667,0.402029319652,0.417299567198,2.63793697761e-41,3.89132276721e-40,97,99,99
ENSG00000162520.10,SYNC,-2.41384071963,-0.484534734835,0.0157853613086,0.00358191970476,0.00901539717466,0.0813165634831,0.0333639477026,2,2,2
ENSG00000044090.4,CUL7,-2.41289933748,-0.0702106171809,0.0158261898159,0.185824492409,0.188834346017,5.3144285567e-17,1.50250080706e-16,41,41,41
ENSG00000079819.12,EPB41L2,2.41233873367,3.08190275541,0.0158505477549,0.000208281875182,0.00720782786281,0.119261832999,0.0461895220007,1,1,1
ENSG00000198431.11,TXNRD1,-2.41210920766,-0.531187434485,0.0158605300476,0.0102021659856,0.0285102670961,0.00183843166528,0.00113191767712,4,4,4
ENSG00000125375.10,ATP5S,2.41138850023,0.238554477451,0.0158919102047,0.0242097281053,0.0243308022785,0.00404397008907,0.00232543180872,17,19,19
ENSG00000036448.5,MYOM2,-2.41051391739,-0.0720274477211,0.0159300635313,0.386005008972,0.413841927509,7.1566003679e-41,1.0139470144e-39,82,83,83
ENSG00000116984.8,MTR,2.40960960069,0.322785701018,0.0159695986597,0.0175014389209,0.0441842663047,9.8701041926e-05,7.66303793762e-05,10,10,10
ENSG00000117280.8,RAB7L1,-2.40261278693,-0.12011827189,0.0162784138552,0.166484865879,0.294516473794,2.79680608216e-27,1.7023423368e-26,17,17,17
ENSG00000077800.7,FKBP6,2.40243717032,0.27440008524,0.0162862320119,0.0277960095143,0.0196563825179,0.00985778810789,0.00520217320146,19,21,21
ENSG00000135093.8,USP30,-2.40147225381,-0.160061080864,0.016329247369,0.0539143895656,0.0875985986035,2.92381933601e-08,3.65147714008e-08,12,12,12
ENSG00000175906.4,ARL4D,-2.39975513664,-0.425012738142,0.016406042272,0.0143425259882,0.0353528184691,0.000510840542174,0.000352227951341,10,10,10
ENSG00000143771.7,CNIH4,2.39944780376,0.189962330876,0.0164198205944,0.0618288709492,0.0783284944255,1.68379865249e-07,1.92545461653e-07,45,47,47
ENSG00000130270.12,ATP8B3,-2.38619136871,-0.18396038468,0.0170238898425,0.0496619895587,0.0687101086918,1.02387990374e-06,1.0682272772e-06,20,20,20
ENSG00000103089.4,FA2H,-2.37282133102,-2.11627940089,0.0176528007624,0.000581547663209,0.00683063832785,0.129411794029,0.0493937539259,1,1,1
ENSG00000122557.5,HERPUD2,-2.37074313406,-0.198469062129,0.0177523636968,0.0506095323243,0.0560388244934,1.08903274617e-05,9.84146408691e-06,32,32,32
ENSG00000184381.14,PLA2G6,2.36186336848,0.272167128151,0.018183342392,0.0331670106546,0.0599565267667,5.24995186414e-06,4.9272049609e-06,10,10,10
ENSG00000115970.14,THADA,-2.3615307933,-0.462764829658,0.0181996603797,0.010187822211,0.00858974117515,0.0888926620208,0.0359779375476,9,9,9
ENSG00000157978.7,LDLRAP1,-2.36138126454,-0.160874966093,0.0182070012697,0.0986134612897,0.160957998593,1.67607704419e-14,3.77303251466e-14,18,18,18
ENSG00000151773.8,CCDC122,2.36105568149,0.290398342727,0.0182229942502,0.0257090221384,0.0435311923478,0.000111442649246,8.57529023618e-05,10,10,10
ENSG00000096696.9,DSP,-2.36064308666,-0.228449938125,0.0182432790099,0.0410508786958,0.0503701895701,3.12572763643e-05,2.62069500105e-05,34,34,34
ENSG00000105722.5,ERF,2.36028751237,0.123762338111,0.018260776276,0.102409184232,0.0508713654448,2.84764559822e-05,2.39796591553e-05,56,58,58
ENSG00000169683.3,LRRC45,-2.35298297312,-0.440937426361,0.0186234868454,0.0124635714854,0.0247172692525,0.0037586439101,0.00218035750077,4,4,4
ENSG00000103544.10,C16orf62,-2.35233009604,-0.150991522351,0.0186562105987,0.0821555498437,0.0380145016777,0.000311045070441,0.000223437073633,44,45,45
ENSG00000166260.6,COX11,-2.34956506057,-0.628316343086,0.01879535908,0.00716052676589,0.011546387266,0.0483908219135,0.0213196400449,4,4,4
ENSG00000049541.6,RFC2,2.34853733723,0.186664231607,0.0188473094772,0.0385077170829,0.0635892290111,2.666235945e-06,2.63236812391e-06,12,14,14
ENSG00000118855.14,MFSD1,-2.3443253076,-0.203518793525,0.0190615377008,0.0359737400682,0.0235692260936,0.00467209355772,0.00265196372959,26,26,26
ENSG00000197153.3,HIST1H3J,2.34047062346,0.170519012915,0.0192594534948,0.00650759756588,0.0100379580432,0.0658017788306,0.027780045316,5,5,5
ENSG00000115368.5,WDR75,2.32868378021,0.251436015506,0.0198758240062,0.00438254819158,0.0107253184944,0.057164796762,0.0246059390659,4,4,4
ENSG00000170382.7,LRRN2,-2.32600149602,-3.1238752373,0.0200184708733,0.000222392080437,0.00769047457115,0.107531370697,0.0423594495745,3,3,3
ENSG00000101695.4,RNF125,2.32345543365,0.193239844302,0.0201546991377,0.0194120518942,0.0178991296065,0.0138311208931,0.00704689058988,8,8,8
ENSG00000183891.5,TTC32,-2.32131951002,-0.150596155747,0.0202696060272,0.0621672038499,0.0252965450245,0.00336861671043,0.0019746611378,50,51,51
ENSG00000138964.12,PARVG,2.31850040741,0.154769566842,0.0204221408443,0.0541845723938,0.0520297590735,2.29585967586e-05,1.9612230295e-05,43,45,45
ENSG00000167034.9,NKX3-1,-2.31807041874,-0.254349232772,0.0204454942752,0.0321577154647,0.074492268915,3.46356632144e-07,3.82125335491e-07,16,16,16
ENSG00000113263.8,ITK,-2.31589317322,-0.786335804672,0.020564102167,0.00253926676379,0.00826799515704,0.0951240124316,0.0381490294037,1,1,1
ENSG00000175895.3,PLEKHF2,2.31534732577,0.212955706557,0.0205939317217,0.0246050030224,0.0167718642528,0.0172112795219,0.0085484927533,30,30,30
ENSG00000166337.5,TAF10,2.31447310787,0.309545391274,0.0206417847206,0.0143244115985,0.0199386060052,0.00933798202434,0.00495392231569,14,14,14
ENSG00000197965.7,MPZL1,-2.31410055442,-0.107854849185,0.0206622070202,0.0449059047631,0.0591136806591,6.14279397866e-06,5.72445324817e-06,25,25,25
ENSG00000167768.4,KRT1,-2.31266977728,-0.0686532283009,0.0207408019024,0.269254239561,0.207913858925,9.3004971371e-19,3.08507785671e-18,133,137,137
ENSG00000068903.15,SIRT2,-2.31235508786,-0.256797916642,0.0207581232201,0.022646474162,0.00885602978356,0.084068398423,0.0342919852289,19,19,19
ENSG00000124602.5,UNC5CL,-2.30746251596,-0.706642978595,0.0210290495747,0.00446484034463,0.0152361859006,0.0232316818182,0.0111885764572,9,9,9
ENSG00000166965.8,RCCD1,2.30676281636,0.255146712437,0.0210680462115,0.0187862477659,0.0389201433228,0.000262774495859,0.000191441902232,8,8,8
ENSG00000133275.11,CSNK1G2,-2.30589938164,-0.370196501253,0.0211162552013,0.0122891834047,0.0551095958508,1.29462676064e-05,1.1553671643e-05,1,1,1
ENSG00000168297.11,PXK,-2.29797324225,-0.209928044243,0.0215633120962,0.0459814421765,0.0759828254272,2.61763850243e-07,2.92920370085e-07,46,46,46
ENSG00000086730.12,LAT2,2.28711983767,0.233613156247,0.0221888292867,0.027066635756,0.0437504657595,0.000106990827899,8.24791630877e-05,8,11,11
ENSG00000182272.7,B4GALNT4,2.28247167915,0.18178278188,0.0224615076704,0.0278741003161,0.0148504066672,0.0250606349979,0.0119728422128,21,21,21
ENSG00000171448.8,ZBTB26,2.28194264583,0.253632122022,0.0224927266226,0.0111005926699,0.012284486039,0.041708844532,0.0187077013025,15,16,16
ENSG00000148459.11,PDSS1,-2.27446391737,-0.139371966956,0.0229381081949,0.121505462525,0.220371326315,6.30358379959e-20,2.26796586273e-19,20,20,20
ENSG00000177311.6,ZBTB38,-2.27339549229,-0.285943356759,0.023002357548,0.0329121586778,0.0383137113482,0.000294186333361,0.000212299731627,19,19,19
ENSG00000120903.6,CHRNA2,-2.26484116494,-0.229988677942,0.0235224282975,0.0320303732717,0.0313526886054,0.00107873083453,0.000694167773324,38,40,40
ENSG00000157856.6,DRC1,2.25388864409,0.0861084753211,0.0242031742602,0.110291606824,0.0287119471395,0.00177006692786,0.00109439349285,70,71,71
ENSG00000112343.8,TRIM38,2.25327232111,0.132658109908,0.0242419838495,0.105365128535,0.138133122652,1.63897166703e-12,3.07412695794e-12,52,52,52
ENSG00000101442.8,ACTR5,2.25183248426,0.128665632441,0.0243328600301,0.13093221315,0.147776480874,2.39615959899e-13,4.84591527667e-13,34,34,34
ENSG00000196648.6,GOLGA6L9,2.25012978697,0.221812600291,0.0244407077267,0.0289762381093,0.0300365332429,0.00138043595608,0.000871323562427,12,12,12
ENSG00000204252.8,HLA-DOA,-2.24989433962,-0.167373013481,0.0244556533545,0.0421540349989,0.0387219918782,0.000272649869454,0.000197954200419,32,32,32
ENSG00000164746.9,C7orf57,2.24232421903,0.386229437103,0.0249404255766,0.0115735747351,0.0159182190835,0.0203275691961,0.00993300287314,18,19,19
ENSG00000205423.7,CNEP1R1,-2.24035358429,-5.74050832946,0.0250679770805,4.53809701791e-05,0.0144678899358,0.0270213375448,0.0128022619549,1,1,1
ENSG00000077454.11,LRCH4,2.23398683091,0.204812098771,0.0254839395703,0.0378287893301,0.00922406314942,0.0778587756482,0.0321028001315,40,41,41
ENSG00000198276.9,UCKL1,2.23242073583,0.269359188211,0.0255871685969,0.0118511499169,0.0297966520042,0.00144396174598,0.0009084481696,3,3,3
ENSG00000136003.11,ISCU,2.22876643239,0.327312923941,0.0258294494893,0.0132026722353,0.0439885004522,0.000102359343847,7.91764897206e-05,4,4,4
ENSG00000115073.6,ACTR1B,-2.22688197132,-0.113191788705,0.0259551630577,0.0911155888001,0.146731977566,2.95370554709e-13,5.93994612303e-13,6,6,6
ENSG00000114902.9,SPCS1,-2.22631144524,-0.816444280201,0.0259933273813,0.00373591859095,0.0142071681486,0.0284481398079,0.0134123736574,1,1,1
ENSG00000223547.5,ZNF844,2.22413565996,0.163497798676,0.0261393183001,0.0426543200693,0.0249950268105,0.00356623362617,0.00207903192744,35,36,36
ENSG00000213240.7,NOTCH2NL,-2.22380272929,-0.16165467786,0.0261617197004,0.0342277293436,0.0582046265713,7.27630965671e-06,6.73323299291e-06,6,6,6
ENSG00000128923.6,FAM63B,-2.21874029672,-0.206258927474,0.0265043978517,0.0270909214808,0.0414620425082,0.000163741695549,0.000122719932371,21,22,22
ENSG00000064201.11,TSPAN32,-2.21390668098,-0.232467277883,0.0268351990614,0.0177727613733,0.0454668563255,7.77636620883e-05,6.13048446183e-05,10,10,10
ENSG00000172269.12,DPAGT1,2.21366774321,0.464808588357,0.0268516434593,0.0102456978467,0.0106143648519,0.0584734328278,0.025100293455,9,9,9
ENSG00000134548.5,C12orf39,-2.21353215962,-0.509653229011,0.0268609785884,0.00998403034534,0.00785072224833,0.103920854162,0.041143990341,15,15,15
ENSG00000169696.11,ASPSCR1,-2.20976373675,-0.300188672984,0.0271215636878,0.02159431525,0.0302658639431,0.0013223361981,0.000838238037643,9,9,9
ENSG00000160145.11,KALRN,-2.20489517143,-0.234670875274,0.0274614514281,0.0234005106384,0.0174328848678,0.0151380241937,0.00764133726495,22,22,22
ENSG00000267680.1,ZNF224,-2.19978243536,-0.16094740241,0.0278223347557,0.038412371099,0.02511351803,0.00348721220316,0.00203798799748,38,38,38
ENSG00000186350.8,RXRA,2.19972086459,0.318578881824,0.0278267055393,0.0198416152926,0.036401624825,0.000420090885892,0.00029385687788,16,16,16
ENSG00000164849.7,GPR146,-2.19943354539,-0.0923544918861,0.0278471095705,0.179881406487,0.230358126726,7.07217127115e-21,2.72429128968e-20,19,19,19
ENSG00000214872.4,SMTNL1,2.1980048942,0.117430059766,0.0279487571699,0.134575480041,0.16378505528,9.42737994076e-15,2.18295264375e-14,27,29,29
ENSG00000104388.10,RAB2A,2.19748429695,0.181976687765,0.0279858767559,0.0573441400813,0.107677315897,6.30962767822e-10,9.35630465984e-10,22,23,23
ENSG00000152022.7,LIX1L,2.19742679596,2.14896776021,0.0279899792921,0.000559052221378,0.00687081100865,0.128286547586,0.0490328150691,1,1,1
ENSG00000167881.10,SRP68,-2.19716739655,-0.325336848279,0.0280084931663,0.0048372205172,0.011430792783,0.0495350530332,0.0217549597812,1,1,1
ENSG00000132563.11,REEP2,-2.19575683271,-0.224609033408,0.0281093529068,0.0168679891269,0.00707723550321,0.122672836716,0.0473060204075,20,20,20
ENSG00000058453.12,CROCC,2.19372623109,0.0796416674002,0.0282550968837,0.285281056094,0.246889353881,1.780889781e-22,7.72664509014e-22,70,73,73
ENSG00000204560.5,DHX16,2.19322605438,1.11684694757,0.0282910962499,0.00122235120071,0.0153289866639,0.022812640751,0.0110185041165,5,5,5
ENSG00000129295.4,LRRC6,2.19252173036,0.0832693777586,0.0283418557752,0.419375014531,0.433620936512,2.18895979766e-43,3.75981685377e-42,83,83,83
ENSG00000116663.6,FBXO6,2.18989413668,0.286202931061,0.0285319153153,0.0161541685019,0.035301480978,0.000515756497566,0.000355226854109,8,8,8
ENSG00000137710.10,RDX,-2.18959713194,-0.170357935549,0.0285534672111,0.0366603468224,0.0407981242696,0.000185266436838,0.000137699838661,19,20,20
ENSG00000166452.7,AKIP1,-2.18938940237,-0.416518871669,0.028568549262,0.0104130856141,0.013281400217,0.0341780027465,0.0157786077445,8,8,8
ENSG00000072864.8,NDE1,-2.18624605861,-0.12658120879,0.0287976082133,0.122388840357,0.154248692929,6.52115887e-14,1.39891726538e-13,24,24,24
ENSG00000102763.11,VWA8,2.1857635715,0.192485463408,0.0288329072038,0.0481677377035,0.0659135357913,1.72731910583e-06,1.74745206592e-06,16,16,16
ENSG00000135953.6,MFSD9,2.18372632041,0.0550106533119,0.0289823645036,0.554715323369,0.64568061824,1.07418958193e-77,1.28275407211e-75,37,39,39
ENSG00000170265.7,ZNF282,2.18257158997,0.127848581522,0.0290673738652,0.148948551733,0.220523101177,6.09869098361e-20,2.20373271414e-19,21,21,21
ENSG00000155287.6,SLC25A28,-2.18250564528,-0.184424581605,0.0290722350759,0.0255195769403,0.0154437957144,0.0223049855915,0.010806609044,50,51,51
ENSG00000128271.15,ADORA2A,2.1810907241,0.235637563892,0.0291767067959,0.0174582631687,0.0323573089443,0.000893859255025,0.000583892356036,17,17,17
ENSG00000112242.10,E2F3,2.18026843792,0.156640709747,0.0292375691923,0.0733382901655,0.0178400956498,0.0139899943124,0.00712204791451,68,68,68
ENSG00000007392.12,LUC7L,-2.17744813677,-0.106587705907,0.0294471474297,0.11813884946,0.0397160179406,0.00022659174502,0.000166490537895,69,72,72
