FID	IID	phenotype
HG01098	HG01098	-0.569735893339
HG01101	HG01101	1.5759080644
HG01102	HG01102	1.445716865
HG01104	HG01104	1.14281523257
HG01105	HG01105	1.10319183309
HG01107	HG01107	1.37537846574
HG01108	HG01108	1.60353875691
HG01110	HG01110	0.494115444042
HG01111	HG01111	1.79244212647
HG01112	HG01112	-0.382262395219
HG01113	HG01113	-0.948622906981
HG01119	HG01119	0.402958699513
HG01121	HG01121	0.527541143577
HG01122	HG01122	-0.558067798261
HG01124	HG01124	1.66983411939
HG01125	HG01125	0.139449317591
HG01130	HG01130	-0.776044594486
HG01131	HG01131	0.723124082068
HG01133	HG01133	1.14887673131
HG01134	HG01134	1.86428432628
HG01136	HG01136	0.96803965518
HG01137	HG01137	-1.89242754009
HG01139	HG01139	-0.491941675149
HG01140	HG01140	-1.11367793688
HG01142	HG01142	1.55548351905
HG01148	HG01148	0.568913587888
HG01149	HG01149	0.00609069346093
HG01161	HG01161	2.4986347452
HG01162	HG01162	1.8133908327
HG01164	HG01164	0.500686074463
HG01167	HG01167	-0.859515719668
HG01168	HG01168	0.0668520954346
HG01170	HG01170	0.435664663886
HG01171	HG01171	2.26654427002
HG01173	HG01173	0.420135713467
HG01174	HG01174	1.1076327475
HG01176	HG01176	1.86691791674
HG01177	HG01177	1.698562951
HG01182	HG01182	1.7054907631
HG01183	HG01183	0.942581315021
HG01187	HG01187	0.388144142053
HG01188	HG01188	-0.104774981099
HG01190	HG01190	-0.272131757888
HG01191	HG01191	0.510397934569
HG01197	HG01197	1.15159962605
HG01198	HG01198	0.123575112748
HG01200	HG01200	0.342959266198
HG01204	HG01204	1.36721052748
HG01205	HG01205	0.838597010135
HG01241	HG01241	-1.19929884088
HG01242	HG01242	-0.198341978466
HG01247	HG01247	0.295680573213
HG01248	HG01248	-0.0911982497239
HG01250	HG01250	1.20944511561
HG01251	HG01251	1.83768848927
HG01253	HG01253	1.2906658897
HG01254	HG01254	2.44902190833
HG01256	HG01256	0.874100544658
HG01257	HG01257	1.30453288103
HG01259	HG01259	0.784449860793
HG01260	HG01260	0.981840896788
HG01269	HG01269	-1.09990307485
HG01271	HG01271	1.49675560111
HG01272	HG01272	1.03585612552
HG01275	HG01275	0.991512891733
HG01277	HG01277	1.61692819797
HG01280	HG01280	0.588053539626
HG01281	HG01281	0.4301240966
HG01284	HG01284	-0.323045413646
HG01286	HG01286	1.27518219772
HG01302	HG01302	1.18535821688
HG01303	HG01303	0.250834774793
HG01305	HG01305	-0.420479038581
HG01308	HG01308	0.920307906948
HG01311	HG01311	0.74226442778
HG01312	HG01312	1.33870604029
HG01323	HG01323	1.20982863856
HG01325	HG01325	0.902143149455
HG01326	HG01326	1.01282037841
HG01334	HG01334	1.42065718042
HG01341	HG01341	1.22330476778
HG01342	HG01342	0.171098285039
HG01344	HG01344	0.210376745305
HG01345	HG01345	1.00089609402
HG01348	HG01348	2.55348105883
HG01350	HG01350	2.77758596548
HG01351	HG01351	0.890965210274
HG01353	HG01353	0.0687503068134
HG01354	HG01354	0.227713604183
HG01356	HG01356	1.44616290153
HG01357	HG01357	1.01588959586
HG01359	HG01359	0.339814093849
HG01360	HG01360	-0.49604563263
HG01362	HG01362	1.58855990653
HG01363	HG01363	0.192940135277
HG01365	HG01365	1.42251335794
HG01366	HG01366	1.73783591384
HG01369	HG01369	1.12353864528
HG01372	HG01372	-0.0632094346242
HG01374	HG01374	-0.0432496996415
HG01375	HG01375	0.384842254108
HG01377	HG01377	1.95796196868
HG01378	HG01378	-1.1775654192
HG01383	HG01383	0.745336866966
HG01384	HG01384	2.26393028794
HG01389	HG01389	-0.0956414604136
HG01390	HG01390	1.58944110858
HG01392	HG01392	1.29358988307
HG01393	HG01393	2.03514820644
HG01395	HG01395	-0.138180024637
HG01396	HG01396	1.04793184268
HG01398	HG01398	-0.257481214561
HG01402	HG01402	0.221190128098
HG01403	HG01403	0.783871806473
HG01405	HG01405	0.275187066595
HG01412	HG01412	-0.372861613373
HG01413	HG01413	1.79187592431
HG01414	HG01414	0.944784555277
HG01431	HG01431	0.413825421375
HG01432	HG01432	-0.139097223142
HG01435	HG01435	-0.0384340747944
HG01437	HG01437	-0.00758487306735
HG01438	HG01438	-0.775919022229
HG01440	HG01440	-0.617786220131
HG01441	HG01441	-1.63701905875
HG01443	HG01443	0.865016618935
HG01444	HG01444	1.82053823526
HG01447	HG01447	0.589881667916
HG01455	HG01455	-0.627027665925
HG01456	HG01456	1.65906321143
HG01459	HG01459	-0.137541526142
HG01461	HG01461	-1.35661352177
HG01462	HG01462	1.9236609841
HG01464	HG01464	0.914518716082
HG01465	HG01465	0.723836322263
HG01468	HG01468	-0.108083506536
HG01474	HG01474	1.25475887634
HG01479	HG01479	-0.341054822153
HG01485	HG01485	2.65564687137
HG01486	HG01486	1.05444462171
HG01488	HG01488	2.16067521337
HG01489	HG01489	1.85066012707
HG01491	HG01491	0.123963751502
HG01492	HG01492	0.315901993984
HG01494	HG01494	1.30842851873
HG01495	HG01495	-0.943681437443
HG01497	HG01497	-0.830734256474
HG01498	HG01498	1.59999218636
HG01500	HG01500	1.01431623335
HG01501	HG01501	0.189097358543
HG01503	HG01503	-0.158045025703
HG01504	HG01504	1.20965007644
HG01506	HG01506	-1.25993897532
HG01507	HG01507	0.27944338164
HG01509	HG01509	2.20814413671
HG01510	HG01510	-0.225146875168
HG01512	HG01512	-0.561347502515
HG01513	HG01513	1.96436279288
HG01515	HG01515	0.806485843736
HG01516	HG01516	0.390397274028
HG01518	HG01518	2.80870770168
HG01519	HG01519	0.551692790359
HG01521	HG01521	1.80164814184
HG01522	HG01522	-0.0822139954455
HG01524	HG01524	1.234316703
HG01525	HG01525	0.633739007131
HG01527	HG01527	-0.0294213313489
HG01528	HG01528	2.12925012921
HG01530	HG01530	-0.193637008384
HG01531	HG01531	-0.440597550927
HG01536	HG01536	-1.33408731024
HG01537	HG01537	0.0647792725322
HG01550	HG01550	0.777495347304
HG01551	HG01551	1.07380089472
HG01556	HG01556	-0.762727508402
HG01565	HG01565	-0.461102449464
HG01566	HG01566	-0.939726750784
HG01571	HG01571	1.54337066999
HG01572	HG01572	1.71318289753
HG01577	HG01577	2.24755641579
HG01578	HG01578	0.735778709959
HG01583	HG01583	-0.4685896797
HG01586	HG01586	0.358816818633
HG01589	HG01589	2.80464349809
HG01593	HG01593	-1.29942008325
HG01595	HG01595	0.993534978401
HG01596	HG01596	1.20845560754
HG01597	HG01597	-0.148818848857
HG01598	HG01598	-1.08958311865
HG01599	HG01599	-0.172180598562
HG01600	HG01600	-0.968078998791
HG01602	HG01602	0.710742969823
HG01603	HG01603	0.781715150205
HG01605	HG01605	0.981954610325
HG01606	HG01606	2.96834677611
HG01607	HG01607	4.17723271922
HG01608	HG01608	2.5246151182
HG01610	HG01610	2.56880492941
HG01612	HG01612	-0.521623847192
HG01613	HG01613	-1.03512625218
HG01615	HG01615	0.34816505868
HG01617	HG01617	0.202346066255
HG01618	HG01618	0.879946507359
HG01619	HG01619	0.491445229906
HG01620	HG01620	-0.744826337149
HG01623	HG01623	0.408930458295
HG01624	HG01624	1.22340683778
HG01625	HG01625	-0.222132544033
HG01626	HG01626	1.19994019213
HG01628	HG01628	1.61017116339
HG01630	HG01630	1.20413038685
HG01631	HG01631	1.26371891359
HG01632	HG01632	0.456354760654
HG01668	HG01668	0.642675792638
HG01669	HG01669	0.154405066311
HG01670	HG01670	2.59533446712
HG01672	HG01672	2.26062780435
HG01673	HG01673	-0.73371611132
HG01675	HG01675	0.989296491638
HG01676	HG01676	0.89460297893
HG01678	HG01678	0.739666167756
HG01679	HG01679	-0.00799840694242
HG01680	HG01680	1.64423565816
HG01682	HG01682	-0.248938878196
HG01684	HG01684	0.0866092789227
HG01685	HG01685	-0.394605052207
HG01686	HG01686	-0.478831845333
HG01694	HG01694	0.331004112795
HG01695	HG01695	1.76627145128
HG01697	HG01697	0.0287303863466
HG01699	HG01699	-0.359900106614
HG01700	HG01700	0.738165154879
HG01702	HG01702	-0.579972003295
HG01704	HG01704	0.159946051151
HG01705	HG01705	1.07985201872
HG01707	HG01707	1.26957228076
HG01708	HG01708	0.632803558361
HG01709	HG01709	0.885451071707
HG01710	HG01710	1.22386970484
HG01746	HG01746	-0.113334854412
HG01747	HG01747	1.16291691701
HG01756	HG01756	0.390027814716
HG01757	HG01757	-0.350788338456
HG01761	HG01761	1.42547928189
HG01762	HG01762	0.0722579399983
HG01765	HG01765	0.351996827437
HG01766	HG01766	2.53112814321
HG01767	HG01767	-1.55573006622
HG01768	HG01768	-0.174535229456
HG01770	HG01770	0.424327358981
HG01771	HG01771	-0.691002658259
HG01773	HG01773	1.05266207217
HG01775	HG01775	1.44692334719
HG01776	HG01776	3.72569221789
HG01777	HG01777	-0.0769938782935
HG01779	HG01779	0.126007118727
HG01781	HG01781	-0.499221474638
HG01783	HG01783	0.77426834481
HG01784	HG01784	0.987432792254
HG01785	HG01785	-0.261431834402
HG01786	HG01786	2.06137105577
HG01789	HG01789	-0.603052780054
HG01790	HG01790	1.35101222529
HG01791	HG01791	0.586869862877
HG01794	HG01794	1.80467661926
HG01795	HG01795	1.79451631158
HG01796	HG01796	0.894714074599
HG01797	HG01797	0.780926421394
HG01798	HG01798	1.511227023
HG01799	HG01799	0.534212727068
HG01800	HG01800	1.78405502288
HG01801	HG01801	-0.276864217416
HG01802	HG01802	0.844417703083
HG01804	HG01804	0.973200380399
HG01805	HG01805	1.34679146437
HG01806	HG01806	-0.580034074914
HG01807	HG01807	0.0222127752981
HG01808	HG01808	1.94353375524
HG01809	HG01809	1.18813210582
HG01810	HG01810	0.722961780979
HG01811	HG01811	-1.32487776628
HG01812	HG01812	1.40044403424
HG01813	HG01813	0.713993242495
HG01815	HG01815	-0.706932858651
HG01816	HG01816	0.654405754525
HG01817	HG01817	0.643794457006
HG01840	HG01840	1.32102646854
HG01841	HG01841	1.09178568492
HG01842	HG01842	-1.13564240197
HG01843	HG01843	1.17485399722
HG01844	HG01844	0.215421641278
HG01845	HG01845	1.0046023962
HG01846	HG01846	-0.217390248078
HG01847	HG01847	-0.356670855846
HG01848	HG01848	1.24445768107
HG01849	HG01849	0.96716596436
HG01850	HG01850	0.373750896375
HG01851	HG01851	1.34411425516
HG01852	HG01852	0.299554631238
HG01853	HG01853	1.35431013055
HG01855	HG01855	-1.70324905173
HG01857	HG01857	1.12342799965
HG01858	HG01858	0.229045954589
HG01859	HG01859	1.6929367815
HG01860	HG01860	-1.72603149619
HG01861	HG01861	-0.377453105
HG01862	HG01862	-1.49381234939
HG01863	HG01863	0.32491548413
HG01864	HG01864	1.80808400332
HG01865	HG01865	1.11103281233
HG01866	HG01866	1.29077610562
HG01867	HG01867	1.46099047994
HG01868	HG01868	0.728661021351
HG01869	HG01869	-0.0791174489367
HG01870	HG01870	0.396015783596
HG01871	HG01871	0.690024546375
HG01872	HG01872	0.707497697152
HG01873	HG01873	-1.32844515052
HG01874	HG01874	-0.118663786887
HG01878	HG01878	1.46118928108
HG01879	HG01879	0.580822578371
HG01880	HG01880	1.55940913997
HG01882	HG01882	0.157496002613
HG01883	HG01883	0.44302160495
HG01885	HG01885	1.37732167459
HG01886	HG01886	0.726165282227
HG01889	HG01889	-0.1660990596
HG01890	HG01890	0.751779216179
HG01892	HG01892	0.740833067887
HG01893	HG01893	1.01992188476
HG01894	HG01894	1.05035224064
HG01896	HG01896	0.708745257017
HG01912	HG01912	-0.16887010134
HG01914	HG01914	1.41782837673
HG01915	HG01915	1.4745034872
HG01917	HG01917	0.545666633046
HG01918	HG01918	0.535185678108
HG01920	HG01920	0.271118065686
HG01921	HG01921	-0.0295827034685
HG01923	HG01923	-0.0265570342373
HG01924	HG01924	1.62971567432
HG01926	HG01926	0.629716775198
HG01927	HG01927	0.215552952911
HG01932	HG01932	1.04504331135
HG01933	HG01933	0.534992683386
HG01935	HG01935	-1.20019506243
HG01936	HG01936	1.28521301124
HG01938	HG01938	-0.537331323404
HG01939	HG01939	0.680620512385
HG01941	HG01941	0.367841106398
HG01942	HG01942	0.0587095175963
HG01944	HG01944	-1.7230348461
HG01945	HG01945	-0.381372517258
HG01947	HG01947	0.199128395967
HG01948	HG01948	1.4078897258
HG01950	HG01950	-0.274404100199
HG01951	HG01951	-0.249758254076
HG01953	HG01953	0.739957780817
HG01954	HG01954	1.22358700495
HG01956	HG01956	0.859844386499
HG01958	HG01958	0.99399653058
HG01961	HG01961	0.719678286714
HG01965	HG01965	1.34638706756
HG01967	HG01967	-0.340448124585
HG01968	HG01968	1.1993559191
HG01970	HG01970	0.891512225006
HG01971	HG01971	1.80929337303
HG01973	HG01973	1.97685949834
HG01974	HG01974	-0.222635855996
HG01976	HG01976	0.726108649265
HG01977	HG01977	1.77875427261
HG01979	HG01979	-0.080843673058
HG01980	HG01980	-0.546043644976
HG01982	HG01982	0.563715556293
HG01985	HG01985	-0.621139742589
HG01986	HG01986	0.77764443938
HG01988	HG01988	0.579945322229
HG01989	HG01989	-0.542838379001
HG01990	HG01990	0.387057226424
HG01991	HG01991	1.27617158547
HG01992	HG01992	0.0654698586681
HG01997	HG01997	0.23838423368
HG02002	HG02002	2.1476758485
HG02003	HG02003	-0.480823264512
HG02006	HG02006	-1.13551464419
HG02008	HG02008	0.755527264061
HG02009	HG02009	-0.230117902497
HG02010	HG02010	1.0686825168
HG02012	HG02012	0.875088119913
HG02013	HG02013	0.884080027275
HG02014	HG02014	2.26427038727
HG02016	HG02016	0.741260576808
HG02017	HG02017	-0.31968288701
HG02019	HG02019	1.13294073088
HG02020	HG02020	0.564399688437
HG02023	HG02023	0.837821254935
HG02025	HG02025	1.72122844885
HG02026	HG02026	0.488715028246
HG02028	HG02028	-0.553954066587
HG02029	HG02029	0.169616634524
HG02031	HG02031	1.13083693975
HG02032	HG02032	2.46601173231
HG02035	HG02035	0.395501330174
HG02040	HG02040	0.1462167897
HG02047	HG02047	-0.589468088052
HG02048	HG02048	0.309250699238
HG02049	HG02049	1.46283276448
HG02050	HG02050	0.166209348772
HG02051	HG02051	1.32779549816
HG02052	HG02052	-0.0817962029388
HG02053	HG02053	1.49875482854
HG02054	HG02054	1.57189685069
HG02057	HG02057	0.353914277311
HG02058	HG02058	0.750099731396
HG02060	HG02060	-0.149118200689
HG02061	HG02061	-0.111417710862
HG02064	HG02064	0.492830727654
HG02067	HG02067	2.44939493407
HG02069	HG02069	0.562955560186
HG02070	HG02070	1.13939034099
HG02072	HG02072	-0.242790026437
HG02073	HG02073	1.07137173824
HG02075	HG02075	1.60329754048
HG02076	HG02076	-0.410734280358
HG02078	HG02078	1.06408697826
HG02079	HG02079	-0.696754706232
HG02081	HG02081	-0.241833244487
HG02082	HG02082	2.41741727358
HG02084	HG02084	0.521034960011
HG02085	HG02085	-0.469219040783
HG02086	HG02086	0.974639401644
HG02087	HG02087	1.35797468992
HG02088	HG02088	1.10992455357
HG02089	HG02089	1.15986876599
HG02090	HG02090	-0.0124351588885
HG02095	HG02095	2.57490438259
HG02102	HG02102	-0.147358087507
HG02104	HG02104	1.59428937353
HG02105	HG02105	-1.21879880405
HG02107	HG02107	0.688203899679
HG02108	HG02108	2.7614915862
HG02111	HG02111	0.376464329238
HG02113	HG02113	-0.321466777503
HG02116	HG02116	1.34544244332
HG02121	HG02121	-0.611966113264
HG02122	HG02122	-0.485538887764
HG02127	HG02127	1.0045788705
HG02128	HG02128	0.903109407003
HG02130	HG02130	0.62176579464
HG02131	HG02131	1.42760335222
HG02133	HG02133	0.10780839965
HG02134	HG02134	0.0735536710405
HG02136	HG02136	-2.84170673215
