FID	IID	phenotype
HG00337	HG00337	-0.271527585302
HG00338	HG00338	0.0267406652502
HG00339	HG00339	0.431288401049
HG00341	HG00341	-0.297978880929
HG00342	HG00342	-0.036153873265
HG00343	HG00343	1.39512020778
HG00344	HG00344	0.405695042075
HG00345	HG00345	-0.548891716871
HG00346	HG00346	0.0102808160048
HG00349	HG00349	1.38039229862
HG00350	HG00350	0.554154071207
HG00351	HG00351	-1.02999695966
HG00353	HG00353	0.78892825273
HG00355	HG00355	0.531643100305
HG00356	HG00356	1.15409767416
HG00357	HG00357	-0.0904807942001
HG00358	HG00358	0.623887093371
HG00360	HG00360	0.645098690621
HG00361	HG00361	-0.26530241192
HG00362	HG00362	-0.470517535767
HG00364	HG00364	-0.462820436157
HG00365	HG00365	1.44721131677
HG00366	HG00366	-0.00193756026296
HG00367	HG00367	-1.62331221415
HG00368	HG00368	1.04600622567
HG00369	HG00369	0.704670786855
HG00371	HG00371	1.54207071479
HG00372	HG00372	-0.0478352541344
HG00373	HG00373	1.33173117983
HG00375	HG00375	-0.162833467239
HG00376	HG00376	0.173421260633
HG00378	HG00378	0.165097210546
HG00379	HG00379	-0.791286584935
HG00380	HG00380	0.640707424652
HG00381	HG00381	1.61148670183
HG00382	HG00382	0.897433811664
HG00383	HG00383	1.00555982589
HG00384	HG00384	0.847429322705
HG00403	HG00403	1.18800679522
HG00404	HG00404	-0.299746623654
HG00406	HG00406	0.183998725215
HG00407	HG00407	0.939904987646
HG00409	HG00409	0.360809398465
HG00410	HG00410	0.627274141565
HG00419	HG00419	0.625856442476
HG00421	HG00421	-0.389388417725
HG00422	HG00422	-1.05804626299
HG00428	HG00428	2.06283317702
HG00436	HG00436	0.748037244467
HG00437	HG00437	0.706916043962
HG00442	HG00442	1.4738864069
HG00443	HG00443	0.283475908437
HG00445	HG00445	0.854632577923
HG00446	HG00446	0.858879722481
HG00448	HG00448	0.711779418419
HG00449	HG00449	0.450326412597
HG00451	HG00451	0.522617524485
HG00452	HG00452	0.497701204109
HG00457	HG00457	-0.774762534582
HG00458	HG00458	1.1109785989
HG00463	HG00463	-0.798023154748
HG00464	HG00464	1.02584473695
HG00472	HG00472	-0.165306485254
HG00473	HG00473	0.228116178445
HG00475	HG00475	-0.12059591816
HG00476	HG00476	0.431575539107
HG00478	HG00478	0.453798813382
HG00479	HG00479	-0.283629701192
HG00500	HG00500	0.293558486513
HG00513	HG00513	0.516016295302
HG00524	HG00524	0.781341963247
HG00525	HG00525	0.546301353637
HG00530	HG00530	0.0366110652532
HG00531	HG00531	-0.184977737682
HG00533	HG00533	0.778250761376
HG00534	HG00534	-0.0441176161851
HG00536	HG00536	0.966935452431
HG00537	HG00537	-0.637675049298
HG00542	HG00542	0.761150057871
HG00543	HG00543	0.114527212827
HG00551	HG00551	1.89902028363
HG00553	HG00553	2.99882263767
HG00554	HG00554	-0.710294135113
HG00556	HG00556	0.778580183517
HG00557	HG00557	0.00823874017066
HG00559	HG00559	-0.512215101909
HG00560	HG00560	1.35290416255
HG00565	HG00565	0.457416266463
HG00566	HG00566	-0.00214175685954
HG00580	HG00580	-1.06852464029
HG00581	HG00581	0.22614142118
HG00583	HG00583	0.830934157794
HG00584	HG00584	-1.3596554773
HG00589	HG00589	0.754967831665
HG00590	HG00590	-0.139571814449
HG00592	HG00592	1.48039758529
HG00593	HG00593	0.980888074495
HG00595	HG00595	-0.0778186645481
HG00596	HG00596	0.394193517391
HG00598	HG00598	-0.094588581856
HG00599	HG00599	1.42202044765
HG00607	HG00607	0.346452700493
HG00608	HG00608	0.111660980282
HG00610	HG00610	0.579133629921
HG00611	HG00611	2.13295378895
HG00613	HG00613	1.15945119487
HG00614	HG00614	1.66820233498
HG00619	HG00619	0.354265408385
HG00620	HG00620	1.05004455392
HG00622	HG00622	1.57927379166
HG00623	HG00623	0.417809696925
HG00625	HG00625	0.553425016663
HG00626	HG00626	1.2884408401
HG00628	HG00628	0.240756052003
HG00629	HG00629	0.313240852019
HG00631	HG00631	-0.244511881351
HG00632	HG00632	0.8186139827
HG00634	HG00634	-0.179048667411
HG00637	HG00637	0.894580387917
HG00638	HG00638	1.04892344169
HG00640	HG00640	0.22744125287
HG00641	HG00641	-0.300987377384
HG00650	HG00650	-0.229155972595
HG00651	HG00651	0.990337510561
HG00653	HG00653	0.397986522846
HG00654	HG00654	0.534076828656
HG00656	HG00656	0.0823309726382
HG00657	HG00657	-1.42384815018
HG00662	HG00662	0.690158139453
HG00663	HG00663	0.291287490565
HG00671	HG00671	0.891287186361
HG00672	HG00672	-0.122572595312
HG00674	HG00674	-0.418863788319
HG00675	HG00675	0.600819924572
HG00683	HG00683	1.07878513713
HG00684	HG00684	1.02353942771
HG00689	HG00689	0.656892841727
HG00690	HG00690	-0.409151606712
HG00692	HG00692	0.999746695848
HG00693	HG00693	0.40706519106
HG00698	HG00698	0.258523812139
HG00699	HG00699	0.847186942212
HG00701	HG00701	1.58709455097
HG00704	HG00704	0.717897170596
HG00705	HG00705	0.277752604689
HG00707	HG00707	-0.2685136661
HG00708	HG00708	-0.135104822806
HG00717	HG00717	0.616684754445
HG00728	HG00728	-0.628626035885
HG00729	HG00729	-0.746976487284
HG00731	HG00731	0.645514592567
HG00732	HG00732	1.47167468568
HG00734	HG00734	0.529692540893
HG00736	HG00736	-0.71518178212
HG00737	HG00737	-0.955558655682
HG00739	HG00739	0.590465782133
HG00740	HG00740	0.00916209537171
HG00742	HG00742	1.82099472871
HG00743	HG00743	-0.431715141633
HG00759	HG00759	1.00266303467
HG00766	HG00766	0.508715839411
HG00844	HG00844	-0.308897856921
HG00851	HG00851	0.207097180651
HG00864	HG00864	0.693626371699
HG00867	HG00867	1.07718423769
HG00879	HG00879	-0.250884938065
HG00881	HG00881	-0.644269811524
HG00956	HG00956	0.742485155238
HG00978	HG00978	0.382307228728
HG00982	HG00982	-0.310264871936
HG01028	HG01028	1.1224001259
HG01029	HG01029	-0.0580111763261
HG01031	HG01031	0.836490808204
HG01046	HG01046	0.382989373323
HG01047	HG01047	0.111334564557
HG01048	HG01048	1.04361208067
HG01049	HG01049	1.13570804414
HG01051	HG01051	1.16110930672
HG01052	HG01052	0.548764878836
HG01054	HG01054	1.22058151033
HG01055	HG01055	0.701205400534
HG01058	HG01058	0.924602075609
HG01060	HG01060	1.34739807445
HG01061	HG01061	-0.131100964325
HG01063	HG01063	1.01839163448
HG01064	HG01064	1.96463149358
HG01066	HG01066	0.00487191237645
HG01067	HG01067	0.0958746981714
HG01069	HG01069	-0.560071416951
HG01070	HG01070	-0.399264359472
HG01072	HG01072	1.80147550218
HG01073	HG01073	1.04327748009
HG01075	HG01075	1.14965121326
HG01077	HG01077	1.52922758894
HG01079	HG01079	-0.178130219104
HG01080	HG01080	0.353954794691
HG01082	HG01082	2.01616504762
HG01083	HG01083	-0.0620043843744
HG01085	HG01085	1.6686862968
HG01086	HG01086	0.25119033019
HG01088	HG01088	0.562594896383
HG01089	HG01089	1.7520069061
HG01092	HG01092	1.40521365407
HG01094	HG01094	0.675927729509
HG01095	HG01095	-0.886813262639
HG01097	HG01097	0.598625704762
HG01098	HG01098	-0.591166584576
HG01101	HG01101	1.30584158552
HG01102	HG01102	1.36491069111
HG01104	HG01104	1.51828588897
HG01105	HG01105	1.22207243008
HG01107	HG01107	1.02422221868
HG01108	HG01108	-0.340199229249
HG01110	HG01110	0.507460286731
HG01111	HG01111	1.06941604891
HG01112	HG01112	-0.0531474944447
HG01113	HG01113	0.124300386566
HG01119	HG01119	0.401104145573
HG01121	HG01121	1.33284927725
HG01122	HG01122	-0.143383601116
HG01124	HG01124	0.655151669609
HG01125	HG01125	-0.287606455358
HG01130	HG01130	-0.397199366794
HG01131	HG01131	0.809424844063
HG01133	HG01133	-0.556796491517
HG01134	HG01134	0.662034007717
HG01136	HG01136	1.46263868767
HG01137	HG01137	0.938451271489
HG01139	HG01139	0.907133777132
HG01140	HG01140	1.1890847141
HG01142	HG01142	1.06096546845
HG01148	HG01148	-0.502619244784
HG01149	HG01149	1.19965112173
HG01161	HG01161	0.180899953635
HG01162	HG01162	0.588651723273
HG01164	HG01164	0.513006592408
HG01167	HG01167	1.70042295105
HG01168	HG01168	0.355450881287
HG01170	HG01170	0.782084620303
HG01171	HG01171	1.09568383725
HG01173	HG01173	0.761543863145
HG01174	HG01174	-0.222500551299
HG01176	HG01176	2.07772166937
HG01177	HG01177	0.0420655096901
HG01182	HG01182	0.854709076967
HG01183	HG01183	0.152323443713
HG01187	HG01187	0.905343776937
HG01188	HG01188	0.843463887633
HG01190	HG01190	1.28674013331
HG01191	HG01191	0.927418394504
HG01197	HG01197	1.59935597916
HG01198	HG01198	-0.0431778383389
HG01200	HG01200	0.654889848264
HG01204	HG01204	0.969471371307
HG01205	HG01205	1.04124446999
HG01241	HG01241	-0.500748713946
HG01242	HG01242	-0.0321060661027
HG01247	HG01247	0.502266103297
HG01248	HG01248	0.487012233577
HG01250	HG01250	0.318124051792
HG01251	HG01251	-0.330478778478
HG01253	HG01253	0.568695302361
HG01254	HG01254	0.627164097834
HG01256	HG01256	0.649077776184
HG01257	HG01257	0.723738740369
HG01259	HG01259	0.361170146579
HG01260	HG01260	0.00624982697597
HG01269	HG01269	0.709927964932
HG01271	HG01271	-0.287657493342
HG01272	HG01272	0.368360360473
HG01275	HG01275	0.0724900692154
HG01277	HG01277	0.965044526591
HG01280	HG01280	1.92279180245
HG01281	HG01281	1.24809562205
HG01284	HG01284	0.309965206093
HG01286	HG01286	0.0927055578036
HG01302	HG01302	-0.0612044240443
HG01303	HG01303	0.748230538512
HG01305	HG01305	0.658614277394
HG01308	HG01308	-1.28573349245
HG01311	HG01311	0.712813570548
HG01312	HG01312	0.285768306094
HG01323	HG01323	0.545998524004
HG01325	HG01325	0.462704721858
HG01326	HG01326	1.82859653314
HG01334	HG01334	-0.556426797631
HG01341	HG01341	0.466847213783
HG01342	HG01342	0.542246305883
HG01344	HG01344	0.355963481757
HG01345	HG01345	1.58498307215
HG01348	HG01348	0.967383199971
HG01350	HG01350	0.712772087926
HG01351	HG01351	-0.458680443958
HG01353	HG01353	0.744496017951
HG01354	HG01354	0.513368566574
HG01356	HG01356	0.0179758547496
HG01357	HG01357	-0.682837959959
HG01359	HG01359	-0.610614233349
HG01360	HG01360	1.35755629446
HG01362	HG01362	-0.0795089115041
HG01363	HG01363	1.01138402538
HG01365	HG01365	-0.294703272141
HG01366	HG01366	0.822908305037
HG01369	HG01369	1.39731689978
HG01372	HG01372	0.344936809199
HG01374	HG01374	1.26312955274
HG01375	HG01375	0.072955529536
HG01377	HG01377	0.571123819351
HG01378	HG01378	0.707945856098
HG01383	HG01383	0.0996896585803
HG01384	HG01384	1.24393164179
HG01389	HG01389	0.510342102576
HG01390	HG01390	0.819410560623
HG01392	HG01392	0.535395189892
HG01393	HG01393	0.549039244809
HG01395	HG01395	-0.548447623241
HG01396	HG01396	1.31063278681
HG01398	HG01398	0.34878378281
HG01402	HG01402	0.227586366067
HG01403	HG01403	1.38798646008
HG01405	HG01405	-0.0366280074972
HG01412	HG01412	0.327870026066
HG01413	HG01413	0.137122120324
HG01414	HG01414	-0.0300683984871
HG01431	HG01431	0.872128291893
HG01432	HG01432	1.2224131534
HG01435	HG01435	1.26428324562
HG01437	HG01437	1.27863180828
HG01438	HG01438	1.52638782391
HG01440	HG01440	-0.215862227994
HG01441	HG01441	0.290509906462
HG01443	HG01443	0.771981895096
HG01444	HG01444	0.287074037901
HG01447	HG01447	-0.221306093359
HG01455	HG01455	0.469152680017
HG01456	HG01456	1.63922957597
HG01459	HG01459	0.138774978867
HG01461	HG01461	0.170814061961
HG01462	HG01462	0.167607509909
HG01464	HG01464	0.907099095546
HG01465	HG01465	1.35216928439
HG01468	HG01468	-0.457959679698
HG01474	HG01474	0.447665074488
HG01479	HG01479	1.33863764564
HG01485	HG01485	1.57215076923
HG01486	HG01486	0.201794248505
HG01488	HG01488	0.42416525596
HG01489	HG01489	0.432586501555
HG01491	HG01491	-0.917320319018
HG01492	HG01492	-0.112758279875
HG01494	HG01494	-0.711425490555
HG01495	HG01495	0.208366401892
HG01497	HG01497	1.49160002173
HG01498	HG01498	0.653570462173
HG01500	HG01500	0.847979391373
HG01501	HG01501	0.965611790636
HG01503	HG01503	-0.170576415117
HG01504	HG01504	0.155443072793
HG01506	HG01506	0.518461569385
HG01507	HG01507	1.33055837105
HG01509	HG01509	1.90327323551
HG01510	HG01510	-0.443922733137
HG01512	HG01512	0.161359199468
HG01513	HG01513	-0.866827496356
HG01515	HG01515	0.0586623586618
HG01516	HG01516	1.03063108822
HG01518	HG01518	-0.472305321486
HG01519	HG01519	1.50587338472
HG01521	HG01521	1.10813455126
HG01522	HG01522	-0.140517786179
HG01524	HG01524	1.16973788893
HG01525	HG01525	0.0772588037355
HG01527	HG01527	0.295546523378
HG01528	HG01528	0.52717670185
HG01530	HG01530	0.669618669174
HG01531	HG01531	1.25201911114
HG01536	HG01536	0.555878508894
HG01537	HG01537	-0.590790333855
HG01550	HG01550	-0.251056092408
HG01551	HG01551	1.53480092157
HG01556	HG01556	0.687270138251
HG01565	HG01565	-0.0738770978527
HG01566	HG01566	1.57015930294
HG01571	HG01571	-0.109918778371
HG01572	HG01572	1.22794205493
HG01577	HG01577	0.759490887193
HG01578	HG01578	1.69687292235
HG01583	HG01583	-1.04521617603
HG01586	HG01586	0.424263089529
HG01589	HG01589	1.24755107852
HG01593	HG01593	-0.0936906118105
HG01595	HG01595	0.873182883223
HG01596	HG01596	1.76290479949
HG01597	HG01597	0.786547009269
HG01598	HG01598	-1.01119593523
HG01599	HG01599	0.183704385454
HG01600	HG01600	0.781793847351
HG01602	HG01602	0.934906728213
HG01603	HG01603	1.27500485215
HG01605	HG01605	0.38103726327
HG01606	HG01606	0.41405543804
HG01607	HG01607	0.235666581001
HG01608	HG01608	0.239876756093
HG01610	HG01610	-0.296305825222
HG01612	HG01612	0.2673658951
HG01613	HG01613	1.17751229584
HG01615	HG01615	0.24502491499
HG01617	HG01617	0.0116292373593
HG01618	HG01618	-0.053600699066
HG01619	HG01619	0.28794609278
HG01620	HG01620	1.49953897358
HG01623	HG01623	0.368638121817
HG01624	HG01624	-0.69272449579
HG01625	HG01625	0.942971929117
HG01626	HG01626	0.625194073166
HG01628	HG01628	-0.0687664115635
HG01630	HG01630	0.182796479858
HG01631	HG01631	0.433357330735
HG01632	HG01632	1.4368629045
HG01668	HG01668	1.11469306808
HG01669	HG01669	0.940613449866
HG01670	HG01670	0.371130789145
HG01672	HG01672	0.309004465227
HG01673	HG01673	0.142710509247
HG01675	HG01675	0.726091108535
HG01676	HG01676	-0.102096666855
HG01678	HG01678	0.690759001819
HG01679	HG01679	0.794562762221
HG01680	HG01680	0.29986343767
HG01682	HG01682	-0.319896430331
HG01684	HG01684	2.1660249593
HG01685	HG01685	0.270626029852
HG01686	HG01686	1.05274147132
HG01694	HG01694	0.748037826815
HG01695	HG01695	0.0802526334719
HG01697	HG01697	-0.521214011458
HG01699	HG01699	0.00204741927893
HG01700	HG01700	0.903941328847
HG01702	HG01702	0.136586452817
HG01704	HG01704	0.258060959319
HG01705	HG01705	0.068378109401
HG01707	HG01707	0.438310513042
HG01708	HG01708	-0.814179894635
HG01709	HG01709	0.743394180453
HG01710	HG01710	1.07393528395
HG01746	HG01746	0.494936060337
HG01747	HG01747	0.29943418283
HG01756	HG01756	-0.598366178151
HG01757	HG01757	0.539686816741
HG01761	HG01761	0.92122182512
HG01762	HG01762	1.7097294653
HG01765	HG01765	0.738204854001
HG01766	HG01766	0.203868453336
HG01767	HG01767	0.911896643393
HG01768	HG01768	0.731733478148
HG01770	HG01770	0.0316137603392
HG01771	HG01771	-0.116598885883
HG01773	HG01773	0.503851695192
HG01775	HG01775	-0.845281117531
HG01776	HG01776	1.20199288755
HG01777	HG01777	0.0294078257549
HG01779	HG01779	0.405715587137
HG01781	HG01781	0.538270113822
HG01783	HG01783	0.140694334245
HG01784	HG01784	0.502375081662
HG01785	HG01785	1.33880608044
HG01786	HG01786	0.231561949724
HG01789	HG01789	-0.515879297486
HG01790	HG01790	0.896103431673
HG01791	HG01791	1.12833948132
HG01794	HG01794	-0.275019113338
HG01795	HG01795	-0.281575456157
HG01796	HG01796	0.520861230357
HG01797	HG01797	1.298603278
HG01798	HG01798	0.305082483199
HG01799	HG01799	1.00480705224
HG01800	HG01800	-0.0624547931819
HG01801	HG01801	1.17107203494
HG01802	HG01802	0.325200289754
HG01804	HG01804	0.928842179586
HG01805	HG01805	0.324587078135
HG01806	HG01806	0.840804809392
HG01807	HG01807	0.691669436162
HG01808	HG01808	0.796745464353
HG01809	HG01809	0.0131515912378
HG01810	HG01810	0.213319981776
HG01811	HG01811	0.193310558531
HG01812	HG01812	-0.0946612883682
HG01813	HG01813	1.11629011569
HG01815	HG01815	-0.530646205701
HG01816	HG01816	-0.315302360276
HG01817	HG01817	-0.215966824036
HG01840	HG01840	0.758458777776
HG01841	HG01841	2.00064161752
HG01842	HG01842	0.506673615859
HG01843	HG01843	0.843916738379
HG01844	HG01844	1.18597336892
HG01845	HG01845	0.219959089115
HG01846	HG01846	0.705791368336
HG01847	HG01847	0.70096629432
HG01848	HG01848	0.435413609353
HG01849	HG01849	0.902189995452
HG01850	HG01850	0.905410883069
HG01851	HG01851	-0.314045830213
HG01852	HG01852	1.4427259637
HG01853	HG01853	-0.599996522513
HG01855	HG01855	-0.263801154279
HG01857	HG01857	0.138665450059
HG01858	HG01858	0.117002679319
HG01859	HG01859	1.50396275761
HG01860	HG01860	-0.149128824617
HG01861	HG01861	0.308232396077
HG01862	HG01862	0.411741121176
HG01863	HG01863	0.754809038826
HG01864	HG01864	0.794001307039
HG01865	HG01865	-1.18075032957
HG01866	HG01866	-0.0747914520754
HG01867	HG01867	0.345053794728
HG01868	HG01868	0.569633108502
HG01869	HG01869	0.591399239035
HG01870	HG01870	1.49230219491
HG01871	HG01871	0.963448662137
HG01872	HG01872	-0.317526799754
HG01873	HG01873	-0.248934970865
HG01874	HG01874	0.571654382531
HG01878	HG01878	0.0476417576898
HG01879	HG01879	-0.346181025776
HG01880	HG01880	1.77247135651
HG01882	HG01882	-0.210689371445
HG01883	HG01883	-0.495462613433
HG01885	HG01885	0.32333443066
HG01886	HG01886	1.3206354693
HG01889	HG01889	1.62270579297
HG01890	HG01890	-0.212097121519
HG01892	HG01892	0.145196020234
HG01893	HG01893	1.37998621906
HG01894	HG01894	0.257431402986
HG01896	HG01896	0.35846637569
HG01912	HG01912	1.08180046738
HG01914	HG01914	1.00163671343
HG01915	HG01915	1.01454927758
HG01917	HG01917	0.77318927114
HG01918	HG01918	0.0475212589562
HG01920	HG01920	1.31941463473
HG01921	HG01921	0.189711724524
HG01923	HG01923	-0.699030282057
HG01924	HG01924	1.80453794482
HG01926	HG01926	0.665628913913
HG01927	HG01927	0.701096129963
HG01932	HG01932	-0.606847266619
HG01933	HG01933	0.0709195065656
HG01935	HG01935	-1.48285914989
HG01936	HG01936	0.276169883526
HG01938	HG01938	0.0356344844648
HG01939	HG01939	0.848734327552
HG01941	HG01941	0.315317482805
HG01942	HG01942	-0.0383597905973
HG01944	HG01944	0.18954544543
HG01945	HG01945	-0.0117629062087
HG01947	HG01947	-0.134418516294
HG01948	HG01948	1.09411846359
HG01950	HG01950	-0.386067724833
HG01951	HG01951	1.25236271773
HG01953	HG01953	-0.104558201039
HG01954	HG01954	0.041324172364
HG01956	HG01956	2.45788017755
HG01958	HG01958	-0.448612431418
HG01961	HG01961	0.931799949371
HG01965	HG01965	0.724989139516
HG01967	HG01967	0.0232314599301
HG01968	HG01968	0.11382686775
HG01970	HG01970	0.699282640427
HG01971	HG01971	0.945364361621
HG01973	HG01973	-0.331915323687
HG01974	HG01974	0.911830699413
HG01976	HG01976	-0.30564441363
HG01977	HG01977	0.26015734639
HG01979	HG01979	0.12392720813
HG01980	HG01980	0.916452388037
HG01982	HG01982	-0.181879736853
HG01985	HG01985	1.21724145393
HG01986	HG01986	0.0319469911085
HG01988	HG01988	0.822857615506
HG01989	HG01989	0.948515269112
HG01990	HG01990	0.0193429057816
HG01991	HG01991	0.117204938288
HG01992	HG01992	0.306744629995
HG01997	HG01997	0.340914548333
HG02002	HG02002	0.170153038617
HG02003	HG02003	1.35622843034
HG02006	HG02006	0.655626801389
HG02008	HG02008	0.846396772617
HG02009	HG02009	0.286892049269
HG02010	HG02010	-0.243592055323
HG02012	HG02012	0.521570815372
HG02013	HG02013	1.07552905201
HG02014	HG02014	0.940813955592
HG02016	HG02016	1.00575262494
HG02017	HG02017	0.54003369324
HG02019	HG02019	2.96561023944
HG02020	HG02020	-0.452757837234
HG02023	HG02023	0.548726410273
HG02025	HG02025	0.801686954555
HG02026	HG02026	-0.309809919048
HG02028	HG02028	-0.109922101945
HG02029	HG02029	-0.291232796843
HG02031	HG02031	0.610347821106
HG02032	HG02032	1.21563104882
HG02035	HG02035	2.63486468807
HG02040	HG02040	1.91706303318
HG02047	HG02047	1.21704361668
HG02048	HG02048	-1.30011866068
HG02049	HG02049	0.22610308925
HG02050	HG02050	-0.052100174867
HG02051	HG02051	0.982797332933
HG02052	HG02052	0.384217988171
HG02053	HG02053	0.452030902508
HG02054	HG02054	0.813481914401
HG02057	HG02057	-0.315003386955
HG02058	HG02058	1.4198952299
HG02060	HG02060	0.684762006704
HG02061	HG02061	-1.05593929902
HG02064	HG02064	0.546108745785
HG02067	HG02067	-0.623702906659
HG02069	HG02069	-0.822340419211
HG02070	HG02070	0.234077409734
HG02072	HG02072	0.275937154902
HG02073	HG02073	1.64010739004
HG02075	HG02075	1.44045662939
HG02076	HG02076	-0.768337360006
HG02078	HG02078	0.525079705491
HG02079	HG02079	1.32012062202
HG02081	HG02081	1.28913382357
HG02082	HG02082	-0.30694182309
HG02084	HG02084	-0.0287329005253
HG02085	HG02085	0.138909720722
HG02086	HG02086	0.981988283142
HG02087	HG02087	-0.4960538291
HG02088	HG02088	0.82814399779
HG02089	HG02089	1.12397007459
HG02090	HG02090	0.947294619102
HG02095	HG02095	0.385091554207
HG02102	HG02102	-0.0814538114158
HG02104	HG02104	1.46378904502
HG02105	HG02105	0.775513894654
HG02107	HG02107	0.675441171488
HG02108	HG02108	1.01953352217
HG02111	HG02111	-0.941288872657
HG02113	HG02113	0.333359103568
HG02116	HG02116	0.705113370164
HG02121	HG02121	0.833690981023
HG02122	HG02122	-0.724338995995
HG02127	HG02127	0.649426348041
HG02128	HG02128	0.880620361603
HG02130	HG02130	0.989926972661
HG02131	HG02131	0.0550202572543
HG02133	HG02133	1.28278610369
HG02134	HG02134	0.423176487301
HG02136	HG02136	0.482388381032
