FID	IID	phenotype
HG00273	HG00273	-2.29821409732
HG00274	HG00274	-0.954244156646
HG00275	HG00275	-2.30290671453
HG00276	HG00276	3.40425707594
HG00277	HG00277	0.517919467574
HG00278	HG00278	0.0840893966991
HG00280	HG00280	2.3908089775
HG00281	HG00281	-5.40272640518
HG00282	HG00282	6.1570743358
HG00284	HG00284	1.80359062633
HG00285	HG00285	-2.82282563391
HG00288	HG00288	-5.18101445265
HG00290	HG00290	1.50296120974
HG00304	HG00304	-3.01017421953
HG00306	HG00306	-0.137059252657
HG00308	HG00308	4.09636034478
HG00309	HG00309	-0.200466171334
HG00310	HG00310	0.753118838919
HG00311	HG00311	2.74534084686
HG00313	HG00313	-1.50038174022
HG00315	HG00315	1.20437695108
HG00318	HG00318	2.48210652195
HG00319	HG00319	-0.523624126892
HG00320	HG00320	-5.2805640372
HG00321	HG00321	-0.386107942484
HG00323	HG00323	6.47165466422
HG00324	HG00324	-0.537225969591
HG00325	HG00325	1.25485391556
HG00326	HG00326	-1.49025616045
HG00327	HG00327	-3.29068308693
HG00328	HG00328	-2.22170799375
HG00329	HG00329	0.319082604525
HG00330	HG00330	-0.782644566955
HG00331	HG00331	-0.623870500617
HG00332	HG00332	-2.81651429387
HG00334	HG00334	-0.841229543007
HG00335	HG00335	2.02241943658
HG00336	HG00336	2.34476283862
HG00337	HG00337	-0.0482607669771
HG00338	HG00338	-0.543250345279
HG00339	HG00339	2.85181860709
HG00341	HG00341	-0.934865823859
HG00342	HG00342	1.21605966648
HG00343	HG00343	0.15606162058
HG00344	HG00344	-2.5155605417
HG00345	HG00345	1.70449622673
HG00346	HG00346	0.37865405436
HG00349	HG00349	0.958488646205
HG00350	HG00350	0.219822370447
HG00351	HG00351	-0.0983009808003
HG00353	HG00353	1.00236444448
HG00355	HG00355	0.649216882825
HG00356	HG00356	1.83321638105
HG00357	HG00357	0.259072391271
HG00358	HG00358	5.0435352971
HG00360	HG00360	6.74600456219
HG00361	HG00361	3.47831538847
HG00362	HG00362	-0.127569582758
HG00364	HG00364	2.20888733662
HG00365	HG00365	-3.78229880283
HG00366	HG00366	-0.164476604146
HG00367	HG00367	-0.559695497933
HG00368	HG00368	1.47383925792
HG00369	HG00369	1.37757035318
HG00371	HG00371	-3.59284541011
HG00372	HG00372	4.78960775122
HG00373	HG00373	-3.51278933116
HG00375	HG00375	2.13870699463
HG00376	HG00376	-1.35515738335
HG00378	HG00378	0.583488755271
HG00379	HG00379	1.73095197961
HG00380	HG00380	1.34695580349
HG00381	HG00381	-3.19726080508
HG00382	HG00382	0.0312220637173
HG00383	HG00383	1.23168974209
HG00384	HG00384	-0.473393286691
HG00403	HG00403	-1.8201873699
HG00404	HG00404	-0.885122511298
HG00406	HG00406	5.12453460806
HG00407	HG00407	2.35875882854
HG00409	HG00409	3.1510688505
HG00410	HG00410	0.829215508967
HG00419	HG00419	1.64945810719
HG00421	HG00421	-0.0736755158679
HG00422	HG00422	2.24661362696
HG00428	HG00428	-4.44967435211
HG00436	HG00436	-0.125175160672
HG00437	HG00437	2.1145400275
HG00442	HG00442	-2.10406589275
HG00443	HG00443	2.25996332947
HG00445	HG00445	-0.194485340678
HG00446	HG00446	-0.0571269287578
HG00448	HG00448	4.55865966927
HG00449	HG00449	-1.08762982667
HG00451	HG00451	0.350345583764
HG00452	HG00452	-1.66161790109
HG00457	HG00457	1.26531610583
HG00458	HG00458	1.71895790866
HG00463	HG00463	2.54285609312
HG00464	HG00464	3.04967894705
HG00472	HG00472	-3.78407257386
HG00473	HG00473	0.841002593765
HG00475	HG00475	-0.206284656442
HG00476	HG00476	3.01214923885
HG00478	HG00478	-2.44136155456
HG00479	HG00479	-3.15903179062
HG00500	HG00500	1.86169610499
HG00513	HG00513	-1.4409439132
HG00524	HG00524	-0.0864102706918
HG00525	HG00525	-1.73810012247
HG00530	HG00530	4.36570904688
HG00531	HG00531	3.16523581431
HG00533	HG00533	-1.69666427621
HG00534	HG00534	0.676650115544
HG00536	HG00536	0.411150435846
HG00537	HG00537	1.12206878976
HG00542	HG00542	1.23015806158
HG00543	HG00543	-1.2775053956
HG00551	HG00551	2.55075531382
HG00553	HG00553	-1.67459661017
HG00554	HG00554	3.64550525354
HG00556	HG00556	-3.43613216022
HG00557	HG00557	1.37431572693
HG00559	HG00559	0.826091953076
HG00560	HG00560	3.37684380389
HG00565	HG00565	2.64287143139
HG00566	HG00566	0.238830571534
HG00580	HG00580	4.81731179138
HG00581	HG00581	2.27556132331
HG00583	HG00583	2.72751503098
HG00584	HG00584	5.48286041876
HG00589	HG00589	2.79899695133
HG00590	HG00590	1.24787549112
HG00592	HG00592	0.166033249323
HG00593	HG00593	5.66956301854
HG00595	HG00595	4.63973873902
HG00596	HG00596	-3.84755951335
HG00598	HG00598	1.57494852813
HG00599	HG00599	-4.11023332958
HG00607	HG00607	1.157946857
HG00608	HG00608	-0.612975238325
HG00610	HG00610	0.977394776321
HG00611	HG00611	-0.498456051995
HG00613	HG00613	2.31213527726
HG00614	HG00614	2.46939373935
HG00619	HG00619	3.07602807581
HG00620	HG00620	2.62024894452
HG00622	HG00622	0.795681031456
HG00623	HG00623	3.85896006089
HG00625	HG00625	1.37329382072
HG00626	HG00626	4.90344723642
HG00628	HG00628	0.431960500782
HG00629	HG00629	1.67845924746
HG00631	HG00631	-4.98049057839
HG00632	HG00632	3.52436391319
HG00634	HG00634	1.97299078138
HG00637	HG00637	3.0852181014
HG00638	HG00638	0.588164175286
HG00640	HG00640	-0.432381059947
HG00641	HG00641	-0.358063597918
HG00650	HG00650	-2.73789334985
HG00651	HG00651	1.03525537622
HG00653	HG00653	-0.958621133492
HG00654	HG00654	0.985414593102
HG00656	HG00656	2.19912351533
HG00657	HG00657	3.24418722449
HG00662	HG00662	0.815442829271
HG00663	HG00663	0.714169712627
HG00671	HG00671	-0.0438486365262
HG00672	HG00672	1.65687504618
HG00674	HG00674	3.55496945651
HG00675	HG00675	-2.89067147664
HG00683	HG00683	-1.78307584423
HG00684	HG00684	-0.116748693585
HG00689	HG00689	2.62899781438
HG00690	HG00690	0.19130874426
HG00692	HG00692	1.69028868701
HG00693	HG00693	0.347672863764
HG00698	HG00698	2.56015256627
HG00699	HG00699	3.55597140647
HG00701	HG00701	-1.42752911133
HG00704	HG00704	0.603794845081
HG00705	HG00705	-1.54455497687
HG00707	HG00707	2.3097720571
HG00708	HG00708	-1.12711729718
HG00717	HG00717	0.671911074621
HG00728	HG00728	0.00316619547732
HG00729	HG00729	-2.97102507583
HG00731	HG00731	-2.01102203378
HG00732	HG00732	0.700639334866
HG00734	HG00734	2.91666267591
HG00736	HG00736	-0.671710673584
HG00737	HG00737	3.33545816047
HG00739	HG00739	1.02924131944
HG00740	HG00740	-1.43579444533
HG00742	HG00742	-0.101072777507
HG00743	HG00743	3.66152406825
HG00759	HG00759	-0.236977566421
HG00766	HG00766	0.0187843839875
HG00844	HG00844	1.90715690251
HG00851	HG00851	-0.811104734742
HG00864	HG00864	1.01707138629
HG00867	HG00867	-1.90944566984
HG00879	HG00879	4.46878825831
HG00881	HG00881	2.59017248714
HG00956	HG00956	-1.55275226932
HG00978	HG00978	-3.6135842916
HG00982	HG00982	0.47878923806
HG01028	HG01028	-3.4672792814
HG01029	HG01029	-1.68114490462
HG01031	HG01031	-3.83193911
HG01046	HG01046	-0.0442560599107
HG01047	HG01047	1.22375241156
HG01048	HG01048	3.1670223269
HG01049	HG01049	2.26376045931
HG01051	HG01051	-3.03063025427
HG01052	HG01052	-0.485080225474
HG01054	HG01054	4.06894921062
HG01055	HG01055	-1.43490901824
HG01058	HG01058	-0.677657491521
HG01060	HG01060	3.83416781206
HG01061	HG01061	-3.83860149476
HG01063	HG01063	0.337246885115
HG01064	HG01064	0.633696513019
HG01066	HG01066	-1.40295454843
HG01067	HG01067	0.0815277508104
HG01069	HG01069	-1.46748443594
HG01070	HG01070	-0.853838348017
HG01072	HG01072	3.78545317377
HG01073	HG01073	0.823919417601
HG01075	HG01075	1.23444736062
HG01077	HG01077	4.53866901622
HG01079	HG01079	-0.846532743885
HG01080	HG01080	-0.0110506909889
HG01082	HG01082	3.94730516642
HG01083	HG01083	-0.612343818582
HG01085	HG01085	-0.626528237972
HG01086	HG01086	-1.3183706713
HG01088	HG01088	2.74198152608
HG01089	HG01089	4.02955458165
HG01092	HG01092	0.415204674884
HG01094	HG01094	0.387685332191
HG01095	HG01095	-2.47240287362
HG01097	HG01097	-1.26664157625
HG01098	HG01098	2.14206273408
HG01101	HG01101	0.0301572762746
HG01102	HG01102	0.704682896986
HG01104	HG01104	-0.245437943075
HG01105	HG01105	3.7824639365
HG01107	HG01107	2.79853118271
HG01108	HG01108	4.65136651635
HG01110	HG01110	1.59278438026
HG01111	HG01111	2.43756115105
HG01112	HG01112	-2.67224027935
HG01113	HG01113	0.0462829894704
HG01119	HG01119	-1.53487973284
HG01121	HG01121	-1.82566764865
HG01122	HG01122	1.13435300783
HG01124	HG01124	-1.35650992809
HG01125	HG01125	-0.0998693774846
HG01130	HG01130	-1.92251373544
HG01131	HG01131	0.709528725012
HG01133	HG01133	-0.897540327129
HG01134	HG01134	1.29355735466
HG01136	HG01136	-0.54818018723
HG01137	HG01137	-2.0990514896
HG01139	HG01139	-0.335007425454
HG01140	HG01140	-1.09049737325
HG01142	HG01142	-2.02287827702
HG01148	HG01148	-0.467465596177
HG01149	HG01149	0.723084014724
HG01161	HG01161	-0.553010497286
HG01162	HG01162	3.17133094903
HG01164	HG01164	2.5520429788
HG01167	HG01167	-0.466292507773
HG01168	HG01168	0.548981047874
HG01170	HG01170	-0.439003245204
HG01171	HG01171	-0.891479662383
HG01173	HG01173	4.50323219954
HG01174	HG01174	0.574995904419
HG01176	HG01176	-0.592209562789
HG01177	HG01177	5.427429296
HG01182	HG01182	0.054967139374
HG01183	HG01183	1.1566186881
HG01187	HG01187	-0.710762304893
HG01188	HG01188	-0.811839444586
HG01190	HG01190	5.86100974671
HG01191	HG01191	1.20010692289
HG01197	HG01197	-1.37994847087
HG01198	HG01198	3.01013614162
HG01200	HG01200	-0.515494447476
HG01204	HG01204	0.214521997735
HG01205	HG01205	3.54770271939
HG01241	HG01241	-1.57508681459
HG01242	HG01242	-0.333068545193
HG01247	HG01247	2.50624604433
HG01248	HG01248	1.25111588314
HG01250	HG01250	1.36836632903
HG01251	HG01251	-1.09438654826
HG01253	HG01253	-0.563652344528
HG01254	HG01254	1.94526324942
HG01256	HG01256	3.00148748736
HG01257	HG01257	-1.10133613294
HG01259	HG01259	4.90448039044
HG01260	HG01260	2.22828731586
HG01269	HG01269	0.234206717864
HG01271	HG01271	-0.827024874809
HG01272	HG01272	4.58943777274
HG01275	HG01275	3.73094402743
HG01277	HG01277	2.37578461042
HG01280	HG01280	2.32931768333
HG01281	HG01281	3.42258900106
HG01284	HG01284	1.59556023758
HG01286	HG01286	1.77497394882
HG01302	HG01302	0.295208162382
HG01303	HG01303	1.58277099571
HG01305	HG01305	-2.72098638154
HG01308	HG01308	5.00251891708
HG01311	HG01311	0.133016906189
HG01312	HG01312	-0.669097397554
HG01323	HG01323	-4.36704701868
HG01325	HG01325	-3.00873407892
HG01326	HG01326	5.10875022573
HG01334	HG01334	-0.764446161958
HG01341	HG01341	0.0374177699576
HG01342	HG01342	0.724495071433
HG01344	HG01344	3.49476080361
HG01345	HG01345	2.06142033291
HG01348	HG01348	-0.296547206205
HG01350	HG01350	2.48225675257
HG01351	HG01351	9.42094461695
HG01353	HG01353	0.759996304617
HG01354	HG01354	2.01557934632
HG01356	HG01356	0.260369125268
HG01357	HG01357	-0.418038940204
HG01359	HG01359	0.479079850665
HG01360	HG01360	0.673850877601
HG01362	HG01362	-0.0337372313018
HG01363	HG01363	-3.68503301377
HG01365	HG01365	-0.479831073698
HG01366	HG01366	0.26454811636
HG01369	HG01369	0.144737618591
HG01372	HG01372	2.21832423548
HG01374	HG01374	1.04702283245
HG01375	HG01375	2.09211034071
HG01377	HG01377	2.10040385263
HG01378	HG01378	0.0618116773421
HG01383	HG01383	-3.24069655686
HG01384	HG01384	3.50490157141
HG01389	HG01389	0.0461359689209
HG01390	HG01390	0.581168828157
HG01392	HG01392	-0.368367062194
HG01393	HG01393	-2.25120433484
HG01395	HG01395	2.13323564962
HG01396	HG01396	-3.74933462044
HG01398	HG01398	-1.9707189806
HG01402	HG01402	3.18822538004
HG01403	HG01403	-1.34351568525
HG01405	HG01405	2.66527829099
HG01412	HG01412	4.00224935034
HG01413	HG01413	4.60608461682
HG01414	HG01414	-2.09318947566
HG01431	HG01431	0.438521542898
HG01432	HG01432	3.83535537862
HG01435	HG01435	-1.33472031975
HG01437	HG01437	0.789517201361
HG01438	HG01438	2.78874400492
HG01440	HG01440	3.27709617322
HG01441	HG01441	-1.87133442259
HG01443	HG01443	-0.322129282952
HG01444	HG01444	-1.63523329012
HG01447	HG01447	-1.69718659904
HG01455	HG01455	-0.377173567909
HG01456	HG01456	0.599929793529
HG01459	HG01459	1.79858492794
HG01461	HG01461	-0.504718793816
HG01462	HG01462	-2.35613859135
HG01464	HG01464	2.354153877
HG01465	HG01465	-0.15651928428
HG01468	HG01468	1.16004166524
HG01474	HG01474	-0.783378722424
HG01479	HG01479	0.338300465498
HG01485	HG01485	-0.0669075698367
HG01486	HG01486	-0.878209821065
HG01488	HG01488	1.20417903652
HG01489	HG01489	-0.403984630714
HG01491	HG01491	1.95541950759
HG01492	HG01492	-3.114825378
HG01494	HG01494	0.471464404557
HG01495	HG01495	4.66294760927
HG01497	HG01497	3.48330380769
HG01498	HG01498	1.76551123244
HG01500	HG01500	2.89008429249
HG01501	HG01501	2.20736371751
HG01503	HG01503	-2.20642146294
HG01504	HG01504	-1.79345881919
HG01506	HG01506	-1.63004384697
HG01507	HG01507	1.69207082358
HG01509	HG01509	2.807355261
HG01510	HG01510	0.643880296723
HG01512	HG01512	-0.928995866771
HG01513	HG01513	0.175762326774
HG01515	HG01515	3.6371425072
HG01516	HG01516	-0.587918898623
HG01518	HG01518	-0.30248288526
HG01519	HG01519	-0.38348386648
HG01521	HG01521	7.84859957514
HG01522	HG01522	-4.74203877377
HG01524	HG01524	0.97534837054
HG01525	HG01525	0.233611839764
HG01527	HG01527	3.51782751506
HG01528	HG01528	1.87736286403
HG01530	HG01530	-2.00135901999
HG01531	HG01531	0.182568510459
HG01536	HG01536	1.51728549575
HG01537	HG01537	-0.435559389104
HG01550	HG01550	1.336336345
HG01551	HG01551	4.32770762271
HG01556	HG01556	0.231659579771
HG01565	HG01565	-2.88088731515
HG01566	HG01566	-2.3747091677
HG01571	HG01571	-3.46340448536
HG01572	HG01572	5.12147003413
HG01577	HG01577	-1.28187413252
HG01578	HG01578	-1.95125963568
HG01583	HG01583	0.224881354678
HG01586	HG01586	-2.84118496755
HG01589	HG01589	1.95584641082
HG01593	HG01593	3.4226262018
HG01595	HG01595	3.25314883467
HG01596	HG01596	2.65789590071
HG01597	HG01597	4.44439967892
HG01598	HG01598	-0.14156602115
HG01599	HG01599	-1.38353076355
HG01600	HG01600	-0.815265517933
HG01602	HG01602	-0.0132489941091
HG01603	HG01603	1.06691977285
HG01605	HG01605	1.63204204824
HG01606	HG01606	4.25277819638
HG01607	HG01607	1.86411563578
HG01608	HG01608	1.02671839831
HG01610	HG01610	5.07989080251
HG01612	HG01612	-5.31929197859
HG01613	HG01613	1.85318758045
HG01615	HG01615	0.618251718508
HG01617	HG01617	-0.49979531529
HG01618	HG01618	-2.68174620786
HG01619	HG01619	-4.39480516535
HG01620	HG01620	0.464519326693
HG01623	HG01623	-2.88503637879
HG01624	HG01624	-0.1106078422
HG01625	HG01625	-0.498666947531
HG01626	HG01626	3.07485522654
HG01628	HG01628	5.60219870861
HG01630	HG01630	1.2353458498
HG01631	HG01631	0.605065712621
HG01632	HG01632	-0.041141185745
HG01668	HG01668	1.35622666325
HG01669	HG01669	0.923819318806
HG01670	HG01670	1.4792263735
HG01672	HG01672	-1.36471711414
HG01673	HG01673	-1.50946179241
HG01675	HG01675	4.59322231493
HG01676	HG01676	-4.72334385036
HG01678	HG01678	2.70547725169
HG01679	HG01679	0.645774871667
HG01680	HG01680	-0.298337298723
HG01682	HG01682	-0.227093027807
HG01684	HG01684	1.85818820914
HG01685	HG01685	-1.4697608275
HG01686	HG01686	2.69468076464
HG01694	HG01694	3.83694542888
HG01695	HG01695	1.07188573842
HG01697	HG01697	0.386937092416
HG01699	HG01699	3.52989493449
HG01700	HG01700	-0.295026843205
HG01702	HG01702	3.18660300514
HG01704	HG01704	2.83463348743
HG01705	HG01705	1.00280048178
HG01707	HG01707	-0.133871364909
HG01708	HG01708	0.0130532607004
HG01709	HG01709	1.3421615018
HG01710	HG01710	-5.46799598171
HG01746	HG01746	-1.68686962604
HG01747	HG01747	3.69944701319
HG01756	HG01756	-2.30474870076
HG01757	HG01757	2.53499410715
HG01761	HG01761	-2.18297210237
HG01762	HG01762	0.813342408538
HG01765	HG01765	-3.3408368701
HG01766	HG01766	1.42975431236
HG01767	HG01767	0.782514873332
HG01768	HG01768	1.38515010414
HG01770	HG01770	0.81341886968
HG01771	HG01771	0.702351687787
HG01773	HG01773	0.393084784032
HG01775	HG01775	3.38533730777
HG01776	HG01776	-1.16004495749
HG01777	HG01777	-2.1957503784
HG01779	HG01779	0.25254676143
HG01781	HG01781	-0.448846513785
HG01783	HG01783	-0.418970688951
HG01784	HG01784	-2.54166543416
HG01785	HG01785	-0.881743825913
HG01786	HG01786	-1.69060155436
HG01789	HG01789	1.85255276876
HG01790	HG01790	1.2649636194
HG01791	HG01791	-1.93695766428
HG01794	HG01794	2.53291088155
HG01795	HG01795	-4.19605992982
HG01796	HG01796	2.76873970335
HG01797	HG01797	1.27475279503
HG01798	HG01798	2.19829224699
HG01799	HG01799	-0.196601507015
HG01800	HG01800	-1.47283333267
HG01801	HG01801	1.46823718813
HG01802	HG01802	-0.278342360714
HG01804	HG01804	0.620954617118
HG01805	HG01805	3.44096279733
HG01806	HG01806	-2.68103515077
HG01807	HG01807	1.18788466808
HG01808	HG01808	-1.64123236974
HG01809	HG01809	3.48743659796
HG01810	HG01810	-1.76159127505
HG01811	HG01811	-4.10020817133
HG01812	HG01812	-3.42564863559
HG01813	HG01813	-0.298581014538
HG01815	HG01815	-1.14383413538
HG01816	HG01816	4.34944518187
HG01817	HG01817	2.63105225148
HG01840	HG01840	1.81335764456
HG01841	HG01841	1.25529992705
HG01842	HG01842	3.68221990047
HG01843	HG01843	-1.95447940325
HG01844	HG01844	2.04211206988
HG01845	HG01845	0.0208892198151
HG01846	HG01846	2.53988699137
HG01847	HG01847	2.37066191542
HG01848	HG01848	3.11798006191
HG01849	HG01849	1.37841413977
HG01850	HG01850	0.0109526759515
HG01851	HG01851	-0.538538641573
HG01852	HG01852	1.25481078228
HG01853	HG01853	-1.67977558917
HG01855	HG01855	-3.52763075174
HG01857	HG01857	-1.11684733936
HG01858	HG01858	3.57126652621
HG01859	HG01859	2.73717587006
HG01860	HG01860	-3.72101214138
HG01861	HG01861	2.44272038423
HG01862	HG01862	-3.76736393681
HG01863	HG01863	1.33580211892
HG01864	HG01864	4.36386763164
HG01865	HG01865	0.688622345196
HG01866	HG01866	-1.38141581015
HG01867	HG01867	-1.35051015182
HG01868	HG01868	-1.79628774974
HG01869	HG01869	-3.55782736211
HG01870	HG01870	1.84750242829
HG01871	HG01871	2.76807981261
HG01872	HG01872	-2.94829450545
HG01873	HG01873	3.05137664725
HG01874	HG01874	-3.16516276042
HG01878	HG01878	-2.58411735333
HG01879	HG01879	1.48893601566
HG01880	HG01880	-0.593642079934
HG01882	HG01882	0.92344412474
HG01883	HG01883	4.42683320219
HG01885	HG01885	2.79229862974
HG01886	HG01886	-0.893339250924
HG01889	HG01889	-5.30829775208
HG01890	HG01890	1.52675242835
HG01892	HG01892	1.88344996975
HG01893	HG01893	-2.54878198261
HG01894	HG01894	2.76866278946
HG01896	HG01896	-4.1055755464
HG01912	HG01912	1.06591712939
HG01914	HG01914	2.36933263234
HG01915	HG01915	-2.94365965953
HG01917	HG01917	-3.13341843028
HG01918	HG01918	-3.29498820357
HG01920	HG01920	1.29703134194
HG01921	HG01921	3.21566244469
HG01923	HG01923	3.27293620271
HG01924	HG01924	0.482149704239
HG01926	HG01926	-1.81583054927
HG01927	HG01927	-3.29632605332
HG01932	HG01932	-2.60665286843
HG01933	HG01933	-2.15337132469
HG01935	HG01935	3.55172483772
HG01936	HG01936	2.492438643
HG01938	HG01938	-0.976352208951
HG01939	HG01939	-0.722411806292
HG01941	HG01941	2.68175212993
HG01942	HG01942	0.139286573584
HG01944	HG01944	-0.938978886777
HG01945	HG01945	-1.12870390953
HG01947	HG01947	-1.31508848876
HG01948	HG01948	1.64313960539
HG01950	HG01950	4.2637226752
HG01951	HG01951	3.5858270878
HG01953	HG01953	3.51889323568
HG01954	HG01954	1.52371783744
HG01956	HG01956	0.288189345
HG01958	HG01958	-0.905065238045
HG01961	HG01961	0.0367285675646
HG01965	HG01965	-0.180418568463
HG01967	HG01967	3.69954811026
HG01968	HG01968	0.668336976222
HG01970	HG01970	5.86801175793
HG01971	HG01971	2.07120404645
HG01973	HG01973	-0.631494125026
HG01974	HG01974	-1.60385768559
HG01976	HG01976	-1.17856587977
HG01977	HG01977	-0.262127960113
HG01979	HG01979	-2.22732192362
HG01980	HG01980	2.90542848915
HG01982	HG01982	0.712524915088
HG01985	HG01985	0.416389594916
HG01986	HG01986	2.49547623518
HG01988	HG01988	4.2678684369
HG01989	HG01989	-1.7871579882
HG01990	HG01990	-3.17844084208
HG01991	HG01991	1.34147356791
HG01992	HG01992	-0.768783466935
HG01997	HG01997	2.71516721407
HG02002	HG02002	-0.409936125709
HG02003	HG02003	3.08057978313
HG02006	HG02006	1.17896722628
HG02008	HG02008	0.273054596804
HG02009	HG02009	3.34202513677
HG02010	HG02010	-0.364087930728
HG02012	HG02012	-1.54716132262
HG02013	HG02013	-2.23080789915
HG02014	HG02014	0.276564822392
HG02016	HG02016	4.8183073651
HG02017	HG02017	0.274229938775
HG02019	HG02019	0.494694260668
HG02020	HG02020	4.35582807821
HG02023	HG02023	-1.02296824502
HG02025	HG02025	1.08143029641
HG02026	HG02026	-0.11483655138
HG02028	HG02028	-4.4242350154
HG02029	HG02029	0.688146556268
HG02031	HG02031	0.475901129944
HG02032	HG02032	0.163221104892
HG02035	HG02035	0.34248909619
HG02040	HG02040	-1.87925084058
HG02047	HG02047	0.114551157238
HG02048	HG02048	-1.04477717143
HG02049	HG02049	3.29518014829
HG02050	HG02050	1.98854053464
HG02051	HG02051	3.01900931968
HG02052	HG02052	0.881824700477
HG02053	HG02053	-0.11377473616
HG02054	HG02054	-1.67053145859
HG02057	HG02057	0.768311917002
HG02058	HG02058	-4.17295986664
HG02060	HG02060	0.00205029286516
HG02061	HG02061	2.15843887977
HG02064	HG02064	0.719938365745
HG02067	HG02067	4.396622819
HG02069	HG02069	2.5892853384
HG02070	HG02070	3.96503287342
HG02072	HG02072	-1.45624250224
HG02073	HG02073	1.04143494404
HG02075	HG02075	2.58621578947
HG02076	HG02076	1.27367114075
HG02078	HG02078	-2.27344204856
HG02079	HG02079	6.54071338094
HG02081	HG02081	3.07946023054
HG02082	HG02082	-5.13186879027
HG02084	HG02084	-1.3997913783
HG02085	HG02085	0.378466323479
HG02086	HG02086	1.12224346172
HG02087	HG02087	-0.746028858844
HG02088	HG02088	-2.07356866651
HG02089	HG02089	-0.743220993935
HG02090	HG02090	-2.79074030144
HG02095	HG02095	6.49843982402
HG02102	HG02102	-2.56549666731
HG02104	HG02104	5.9319437702
HG02105	HG02105	0.946488319021
HG02107	HG02107	1.55614215548
HG02108	HG02108	-3.05767436094
HG02111	HG02111	-1.52725332563
HG02113	HG02113	0.0880290670034
HG02116	HG02116	4.16107642579
HG02121	HG02121	-2.94809390355
HG02122	HG02122	-0.613512292626
HG02127	HG02127	3.49786366624
HG02128	HG02128	1.17597578748
